result	self_predict	cross_predict	overall_predict
0	0.02521864143600391	0.044789041948260784	0.018054653370060406
1	0.9688121227123624	0.9758388516345781	0.9831552310365288
1	0.989653992480365	0.9794726132861009	0.9777833613167694
0	0.5824567401824143	0.2820824064707515	0.5504262356934394
0	0.007252360193524383	0.01780376242776121	0.008564512118538252
1	0.2979164822043126	0.26664845586453206	0.30652231618403064
0	0.7422960822839474	0.6458769858164152	0.6240615176528418
1	0.9797786076452911	0.9866472412360671	0.9848223533972343
1	0.9678537625411717	0.9412781190704369	0.967519434054796
1	0.9877378749145327	0.9709510947725978	0.9810300153112431
1	0.5928712588912299	0.6562662858345343	0.6257449522243259
1	0.989831720647386	0.9881731045292695	0.9830026803169784
0	0.04906620939846208	0.023353186013864373	0.02410525676721759
1	0.9733345204472443	0.9254467375610241	0.9551463237641947
1	0.2423472317895181	0.2077672916978047	0.40213567104540493
1	0.9388877297144577	0.9370064571088089	0.9363761251698222
0	0.09608991468196339	0.03777035212992691	0.09284273305135575
1	0.9377566084766492	0.8380597750317484	0.933812680001938
0	0.6159097147623421	0.5549783014903312	0.6211941529988066
1	0.6345710764522049	0.6438535816280946	0.5353673028517398
0	0.013927426991037656	0.011959068428879024	0.011824487681520146
0	0.5473730560360115	0.40435851304675074	0.49210529624810495
0	0.11367191241925394	0.07769015218018438	0.0668463164160667
0	0.004026488911120168	0.0062315279585609	0.019359555309262463
0	0.8832184068555469	0.8023451646902034	0.8381639511452879
1	0.6172576772574344	0.419731753708318	0.36909822895301364
0	0.24934258822866606	0.1453297665735036	0.1225544175242087
1	0.7867151107389568	0.7349336158779859	0.4957794831012777
0	0.09146309194140283	0.044749456549647515	0.07083159990380207
1	0.9427464882146136	0.8552289918223811	0.9673533992845716
0	0.12774978446617577	0.06357846835686609	0.16068269628625073
1	0.986565448941087	0.9656442565863578	0.9762739166340011
1	0.9679999291392797	0.9709678855460956	0.9782025198455967
0	0.7540333658858842	0.652860456966626	0.5596077313728697
1	0.9912327448376186	0.989601023481493	0.9851140227476515
1	0.4581411028066934	0.4754830369631217	0.3702377319441879
1	0.18887305840077323	0.15006109711359336	0.3576687922271473
0	0.029513985823716934	0.04032659928235146	0.057936072640447284
1	0.9754499818347895	0.9253910628060343	0.9262777291859792
1	0.8346546335849161	0.8112965366180535	0.8762003692474809
0	0.8925835160176859	0.8716683391717853	0.8524851766575059
1	0.943820744180456	0.9635383762568911	0.9675571388995515
1	0.9915542302707626	0.9856421513157934	0.9784048644005487
1	0.5256838013608122	0.6691702988659941	0.47280539889101175
1	0.8620186051091837	0.8612910917568395	0.8330518196209455
1	0.8568115507021119	0.7719832222764703	0.7679273689650645
0	0.10082250710847332	0.1231660704678903	0.05763408425741675
0	0.12914894662478177	0.046062296139676905	0.04610748168603493
0	0.06942111863781893	0.07183361862112234	0.09124931755629859
0	0.009591633554332638	0.022208635898954807	0.02751998817051218
0	0.18229237653399052	0.25117990434845294	0.2569845268814044
0	0.03272834009175189	0.039754388830345024	0.021611126370276776
1	0.9314908863242805	0.8384764539097108	0.7931152013647881
0	0.1431994662733196	0.10766160972811618	0.05367135966293994
1	0.5966850946355324	0.4722960566509585	0.5708283614755488
0	0.04921983415027565	0.056924370415083976	0.030433236860525993
1	0.5364363626393395	0.49329794602655463	0.416883024133416
0	0.0021917266909431397	0.008273940314485279	0.00259932414338673
1	0.990248536542579	0.9774893590429483	0.9746464325491745
0	0.015208655667107362	0.036229489952118575	0.03123226600107748
1	0.9525392248976113	0.9423976913198667	0.9243982295200973
0	0.21657215354447315	0.12014231762552255	0.20099010072745443
0	0.37210579594501914	0.5344129794755642	0.20131651520093655
0	0.053283614407631755	0.043006100970299756	0.07042157988964483
0	0.016618259503186922	0.03584631460991223	0.022829670654344648
1	0.9153433889942558	0.8383799589999823	0.8279794095329404
0	0.16140858105981942	0.12196504411761636	0.13685876029178057
1	0.8193570418524874	0.7623285242356344	0.8005871176007683
0	0.19839724743356582	0.12235099411527806	0.2153804927162226
0	0.9200080468742852	0.8405710633757643	0.8393671445208081
0	0.824884158022286	0.8277907254509893	0.7184901279852736
0	0.16896584152077854	0.13803895357455592	0.07972207198086963
1	0.9908391683069646	0.9868756497126002	0.9788905132959386
0	0.3574030348410441	0.34614721268850107	0.4633990933505599
0	0.02837226397870919	0.02770302879502973	0.011973222130919718
1	0.9891724888922482	0.9677168586997998	0.9802375386134878
1	0.9762429651874082	0.9567619998622449	0.9434713991703267
0	0.02912720242402687	0.04763545583876636	0.032975009041103044
1	0.6646566858725297	0.8807499082984293	0.8209019323807516
1	0.9734798850102603	0.9711901667158458	0.9745697393049473
1	0.9757547162454151	0.9665657984356519	0.9638339944698285
0	0.04825199415354064	0.04248109943890564	0.027966005731596962
1	0.709296360440881	0.6564523786541169	0.37238246561446203
0	0.024537549767072186	0.024037124806880313	0.024623264858105967
0	0.053517289774325676	0.04013956743924914	0.03540199164442703
1	0.9838402782834623	0.9303392307078834	0.9615863203762098
0	0.23543445093290474	0.13659813415458588	0.19347185292854868
0	0.05715660846566863	0.09272598369191337	0.064282717118501
0	0.051331904286505255	0.05772039943585905	0.027663078399101697
0	0.44610897762477075	0.23966334694087993	0.34539510128726086
1	0.8910729200255227	0.8128957216962305	0.7362759369764005
0	0.015737805840544843	0.023443721854934325	0.018035157939825568
0	0.07509119143190826	0.08365361634561329	0.08115989541923216
1	0.9929771338619394	0.9891706459101066	0.9838602384004516
0	0.27202123715856735	0.16342960622087735	0.2244365847017558
0	0.15039580031533228	0.1269937355219911	0.1593198142082669
1	0.9786932824557487	0.9704882742967802	0.982405165521217
0	0.053933529538458605	0.07943769622751407	0.027722571794471018
1	0.988422312159874	0.9750175854237975	0.9732614792249159
1	0.26749367292011034	0.16631907239286833	0.14892346817818508
1	0.7961788297450377	0.6188367721914763	0.6148699771830178
1	0.9732226401594899	0.9213320496078993	0.9580362861103716
1	0.9651027674841322	0.9075202540009589	0.8666622790998344
1	0.36628433454740333	0.10774874162485264	0.28830248558871346
1	0.10217668609202642	0.08349813462583057	0.04319025856522864
1	0.9688458994378114	0.9506758713304705	0.9689349441278833
1	0.7724967792557934	0.8099255251127303	0.5857242503268932
0	0.07891072165951944	0.0880604532472409	0.051559125895927864
0	0.2990785752110936	0.1716254458491296	0.06244669571266119
0	0.08565878264391262	0.11758719827322542	0.07057473941252132
0	0.20712197593107515	0.17859538475621992	0.1536838819514745
1	0.9719960407680699	0.9682022490671389	0.9721604186047489
1	0.6739608809329453	0.7552280350026376	0.6370036966624123
0	0.5922831443588417	0.42324895964427983	0.47236314260850243
0	0.8306388750888369	0.6052879135702691	0.6071760187338135
0	0.5227841347287718	0.5494441670141131	0.3652731798730813
0	0.012563867621897382	0.027332712071247534	0.011444925420793756
1	0.982637277521396	0.9753842974679248	0.9780854023771677
1	0.22843159983975025	0.2153614522968357	0.17868057802253323
0	0.20910513664013872	0.3505416512657017	0.1290809813123309
1	0.7710060933218349	0.8134779041169103	0.851994983583673
1	0.9757919350109769	0.9516855131002447	0.9734240690891782
1	0.8937417533860833	0.8785319105117019	0.8506372994988882
1	0.9932713782453765	0.990831645114096	0.9841920886139733
0	0.617178827054474	0.6098911399990273	0.2801222511887212
0	0.21931623242296105	0.10651457043075964	0.051625473042507156
