result	original	partial
0	-3.3878556662473605	-5.455262820150077
1	3.766738163840246	4.901295230847249
1	0.14650410014690088	1.0516215098812836
0	-3.647775566812534	-5.832068179885187
0	-2.9368321466935026	-5.084880373849502
0	-4.254310737990775	-6.212273036294266
1	4.185554398488208	4.631061069848232
1	2.6721805628230486	1.8229129424347834
0	-3.4177091978018037	-5.929743498871084
1	2.7168558094520203	1.9568444425736709
1	3.2853878219303616	4.409101313915878
1	4.470795554046293	5.2429330871382405
1	0.9905313727859303	1.3894229479884397
0	-3.353101993186013	-5.804153865286083
1	4.551014688496699	5.605386687534064
0	-2.419016137998369	-3.260556395058956
1	3.062629385653049	2.6774767484496733
1	2.744008073073799	3.7186773762481256
1	3.3283904721743447	3.970665424954173
0	-4.378917360309838	-6.287127431499963
0	1.4196305612418492	1.7580313373712133
1	-0.0011090903894870152	-1.7038198034157808
1	2.5570240253233982	1.3832740924438351
1	2.8609112720345764	2.8737891877420476
1	4.744348219187323	5.363154303027595
1	0.6496514953571956	-0.5995564968468065
1	3.1558417690302134	2.844774604978486
1	4.230830693025324	5.253693911033816
1	0.45743720691050505	0.33658611258592347
0	-3.497588315837498	-4.973238158039688
0	-3.259901888365471	-5.716212807788976
0	1.5717150324725324	0.33345746369864976
1	3.872554776098543	5.032414649085687
0	-2.077541771389772	-3.625186235175426
1	4.454495852178515	5.0128756737784474
0	-1.3131916036204851	-2.306556118390276
0	-2.6976923864678475	-3.8901583620388065
1	4.280869121519901	5.241803482341492
0	-1.845136040207306	-2.68403998045642
0	-0.28150102103936525	-1.8006129030716795
0	-3.4385507597230838	-4.420584691475197
1	1.3333523168636876	0.7860972646132888
1	4.681952503643402	5.580355054379526
0	-3.6278102500548504	-5.672730815329974
1	-2.8228275378551957	-4.998593587430174
1	4.731807186170383	5.739438275246862
1	-0.4667667957899516	-0.2000980210489372
1	3.456833762267016	3.9785503752870257
0	-1.7876527367634056	-3.1946539880607063
0	-2.465316441290798	-3.5195474801567634
1	3.04022966298116	3.096220860953451
0	-0.8016994760939383	-2.432279786318599
0	-1.4385764468296474	-3.285046400632096
0	-1.778613177943712	-2.732551607816754
1	3.8872571977462185	4.665245655147859
1	2.8059811446326575	4.208225460211406
0	-0.6092857027257407	-2.435232341250653
1	0.7309643956947763	-1.0273238239804792
0	-2.4248657961586253	-4.504731583486096
1	3.4870010114546792	4.486049779753151
1	1.5572681597801226	0.8199314389620542
0	-4.440100548718763	-6.502844348586726
1	4.935641893901472	6.10313112216974
1	-3.1239359288723243	-4.388992184213683
0	-3.4785280987945493	-5.457552002964219
1	-1.9267527022277176	-2.136442143009576
0	-2.6903230527207826	-3.375764851917609
1	2.9864513883990713	4.058828845295685
0	-2.012000481825234	-3.7010978683432487
1	3.779867056241678	4.8495952241032665
0	-2.4057450414560506	-4.154589909605701
1	2.0520139239452955	2.3114043736359426
0	-2.5379080654074824	-3.5910735989364433
0	-1.318924436504	-3.229821454449129
0	-3.832069256817349	-6.052626354432769
1	3.9187078611388055	4.517444598216519
1	2.4389894116781474	2.408410974789711
0	-3.9909615592994436	-5.821689787843056
1	1.9109007207378044	1.9143997659955136
0	-1.312502762351897	-2.4053648016994527
1	4.2667990317031	4.826348579837879
0	-0.37042638474397555	-2.2326957312016185
1	3.816745421016158	4.341753425809885
1	3.616663538907384	4.506342289100835
0	-3.875752459754483	-6.015043749398249
0	-2.365600821856501	-4.4505706353607195
0	-3.9126699119727637	-6.011458361917309
0	-2.2165278312470176	-2.4233380668784723
0	-3.6313432601274154	-6.094618280859038
0	-2.175452351734368	-3.111692233481571
1	4.406365397526712	5.245316498080398
0	-1.1785820570621248	-1.9456323556311799
0	-1.4281217294583022	-2.1460133687755643
1	2.4194586248527616	1.0332436050933944
1	1.9727584639894407	2.019610468972258
1	3.626769710327008	5.465730437541947
0	-0.4171388461927418	-1.345065830363009
1	2.736041056037545	2.9249830672131316
0	-0.90678446996771	-2.69244571609674
0	-2.441300703845907	-3.4287549722543353
0	-2.4289420436726963	-3.2912502080650485
1	-0.08342889368995521	-0.4482454618800791
0	-3.1351645746141386	-5.4591952140607
1	-0.13414320146706132	-0.3691942943976172
0	-3.5065605868743903	-5.8058156811469495
0	-3.785396964755964	-5.528294449450392
0	-3.957610828104369	0.9901645899446793
1	0.9579819001472486	1.301978871839744
0	-0.45268911846689547	-1.2700597885803842
0	-2.858986890406392	-5.265811355354017
0	-3.778462918007387	-5.776238799809148
1	2.4151917740188678	3.4280289857408066
1	1.483147697445117	-0.14519418242031792
0	-1.9295893796066168	-4.319748291626404
1	3.9108224512035212	4.25873973769148
0	-2.665254333218179	-4.538827474939781
1	-0.35263083593712047	-1.798078494442937
1	3.1397201990865287	2.8477238201352106
0	-2.8360733983058894	-5.095787658211012
1	4.338032457841844	5.3700054154004295
0	-2.7980018437593537	-5.085207438315025
0	-2.272461180753538	-2.93176448742871
0	-1.6146414276612415	-2.7670597547009086
0	0.36406430962874636	-0.40821704426347877
1	1.797260388250251	3.4874738598422823
0	-2.0494112669848685	-4.0275930593138005
1	2.9097285544409286	3.178642275338666
1	2.546035993220329	2.789748436144616
1	4.044605828232363	4.779580314149813
1	4.568848055388743	5.164909416031261
1	2.776975148433034	3.5871211033081636
0	-2.6228479446836435	-4.428196041491283
0	-2.9539493372381616	-1.413974155601301
0	-1.2277050229769868	-2.2300222581916684
0	-2.0137083554661475	-2.9755416569523527
1	0.6195147185179951	1.0295082385252172
1	2.700603680586018	2.83449472070225
0	-1.9211120361129443	-3.0540739521009224
1	1.3199326157870555	1.3730389355322994
1	3.3981461274870806	4.312496934901699
1	3.1179723529882963	4.1875744701152815
0	-4.558542475341651	-6.248429916036339
0	-2.0772933042137596	-3.3447401623906656
1	0.33717516863742236	-1.1540143414932518
0	-2.7078293768047934	-4.549880061378932
1	2.686573659433694	3.051608784293583
0	-3.168430523107179	-5.211748029315255
1	0.8110827320605406	0.19017299232068022
1	2.5629301690632933	3.0560600709136017
0	-2.1986220501475664	-4.410381452395135
0	-4.139286190285823	-6.238160689924042
1	2.9015780248837224	3.2566377499990833
0	-2.541920123372657	-4.594307354926405
1	1.7615859934856144	0.8884757922766421
1	1.24408362948505	2.6141055128548922
1	2.296103889635198	1.4807209850873544
1	2.6264069664353005	4.173488619384517
1	2.5874428501264717	3.6279391700244052
0	-3.0530044327170445	-4.521109845079431
0	-3.5044525246744507	-5.9870727440401055
1	3.2698742717343205	3.770279273967994
0	0.30918181909877046	-1.7162221750103746
0	-2.8023498382181184	-4.765874840704922
1	2.952339104534235	3.8794645006869057
1	4.3107045678518014	4.546328705651743
0	-4.415280663695508	-6.66566691880063
0	-2.731258952430715	-4.570575988377554
1	4.894070898189785	5.924058207631025
1	-1.0748925949776815	-3.575851779218571
1	-0.3105823466635199	-1.0224274371244761
0	-2.236348905584836	-5.248546755529314
1	2.512599772814858	3.1579310176238957
0	-0.5964105531780332	-0.5410944161010198
0	-2.46205928670898	-3.421030083546122
1	-1.7018535527517447	-3.3040381430107306
0	-2.999555450355984	-4.901972761196912
1	1.9283278076889419	0.9234890375150884
0	1.7522412701758507	1.2853661002311774
1	4.901244779103633	5.506324326171661
0	1.861092979372249	3.0986535483074764
1	2.651531295746955	2.9771666511979413
1	1.7573812973336291	1.694048607417829
0	-3.253441859529399	-5.163037195302578
1	-1.0772437118263265	-2.1329509693235145
1	3.940693719772274	5.7627559731329745
0	-0.2495337878226047	-2.801675769286119
0	-0.16053488151763176	-1.3505944430613872
0	-0.49244994551730287	-1.1073067051528187
0	-1.1410303618666204	-1.6272210441195953
1	2.6174085795480897	3.5366961764509566
0	-3.636408376261813	-5.836775946383633
0	-3.697795183688712	-5.664755083644501
1	3.5434911660292006	3.5902524177685
1	1.0437417161475926	0.40578202261792745
0	-3.627927744694248	-5.335618235328199
1	2.4183215175901855	2.3474992755040454
1	3.393303442345056	3.8120408239661367
1	0.6968032865718031	3.400103182488149
0	-3.629614761771253	-5.642892271167518
1	3.7900578110962226	4.590931177570291
1	2.366938781388859	3.600551244013746
1	0.8167528720843237	2.541238937647312
0	-1.9966340442515953	-3.517436388908857
0	-1.7830411999530533	-2.777314352279876
0	-3.1008184608222806	-4.732997600996387
0	-2.0456484080870205	-3.1425931898562305
1	-0.9305557530780627	-1.1445225789877758
0	-1.8087898598152703	-3.9351757450654183
1	-0.9151632857616431	-2.3740385474285044
1	3.268264464324638	4.759619670547102
1	2.7363825539637316	3.3014163972547426
0	-1.8758773906039083	-5.968232953520924
0	1.5006763917377435	0.22091909836587637
1	3.6866409251782484	4.724625922994485
0	-0.1662527753766752	-1.3419282310452134
0	-3.2426516293748153	-5.831137135455543
0	-1.1483546750191322	-2.0512582447613017
1	3.8143215766363765	5.057060695690424
1	4.009877533978437	4.5831600129096035
1	4.428485089175326	5.378539140155232
1	-2.282501211439948	-3.812059875894853
0	-3.864570232313756	-6.048528717976135
1	-0.013973240320618809	-1.0606847221836
0	-3.8252436015324145	-6.093522461151401
1	1.645782141667172	2.2939707148025215
1	4.779165895721537	6.409769033786849
1	4.31429133544823	4.404264381153605
1	4.071766589926153	4.98858272970414
0	1.669458243914446	1.479594482031317
0	-1.195853905642171	-3.1097133862545987
1	4.513362691383527	6.234419188835236
0	-3.7865506672182807	-5.846860930911804
1	1.919484413044708	1.4945407054604862
1	3.7204784797938704	5.082298109232844
0	-2.6118262248591666	-4.669678442119132
1	-0.7913540842459342	-1.947711834951375
1	-0.07206322152183789	2.5809916379716777
0	2.059377500113226	1.9285450434968456
0	-3.477883068206531	-5.46399375818569
1	-0.2647631926823064	-1.2399461202072533
0	-2.988526433025511	-4.151208133816613
1	3.7998313355453566	4.645402478570587
0	-1.9103678286650516	-3.4625616744181427
1	0.08415760893678134	-0.8055206102575359
1	3.0886337194546982	3.990693440514856
0	-2.7829970679639717	-4.8905923675839995
0	-0.0036527106536961783	-1.986948233649414
0	0.4537437632306039	-0.2932434713513433
0	-2.049406676232	-4.16466158055682
0	-2.7169238919829257	-4.835277174462085
1	3.2147818925495404	2.9405147837036405
1	0.7879130169812604	1.816637207636833
0	-3.469509340701613	-4.79764349309325
0	-2.0988863719387205	-4.847949113015876
1	1.8515272791616155	1.0640336070469476
0	-1.5204502966017024	-2.26451684618658
1	1.443080289860133	1.2134551673154652
1	1.934634164132414	1.2569225029951765
1	3.7762642826300215	5.07767283869189
1	2.7031784902863936	2.799141664588042
1	-2.4742092497432098	-3.7273057603512756
1	1.170531559727069	1.261247633286021
0	-2.9241004085736857	-5.192380254753009
1	3.5008943589815047	3.761923610786807
1	-1.1598374013881791	-2.2157834060588417
0	-1.8684269597756498	-3.1816393167346777
1	2.168934144256026	1.5391939336709546
0	-2.420296904858342	-4.505982440839642
0	-3.125846881794224	-5.135982437932456
0	-2.3935595942800343	-2.362312115540402
1	0.2504588165845494	-0.5180890040684554
0	-3.834841123174044	-5.996154603060113
0	-1.8235249186197948	-3.5930935568224833
1	3.4600223690132648	3.3602785622959304
0	-3.876083725589931	-5.97923964935016
1	4.595252847694991	5.810390868676277
0	-2.654830508838149	-4.493573773408627
1	3.7425976205809475	4.310936348683767
0	-3.3187394814498727	-5.33005567924532
0	-2.736620039875811	-4.9147877840078005
1	4.572253034600606	5.0298931983321085
0	-3.6168888595651807	-5.703066543213589
0	-3.6099661196579595	-4.7918297151868865
0	-3.5142850485086528	-5.243928803145318
1	2.402190786364227	1.4867062282063075
1	0.5252845637031379	-1.373011275644365
1	4.854208772071727	5.022727191795782
1	0.3574370934730322	-1.6614829572533496
0	-2.3377289057395045	-3.9253237591785037
1	1.8063130429802587	1.1081136071045146
0	-4.058802783134577	-5.649208838822286
0	-1.3352426997389484	-2.6949284042752355
1	-0.3552443476828247	3.0240401776045887
0	-0.827210152018938	-2.3226079217314264
0	-1.2647996502034111	-4.30700746041497
0	-1.0966075645579227	-1.9076844003896167
0	-1.2752602911242192	-1.5920006390245165
1	4.194024081119014	5.17887590509141
1	2.230341451059462	1.986678335901956
1	1.2545261432214585	1.6961568591933924
0	-2.020445712667304	-3.6256343388533105
1	4.539392476437077	5.540783370932427
0	-2.7158633172395024	-5.027481965016282
0	-3.5036666928986993	-5.281048444752703
0	-2.867550371370569	-5.30928388614423
0	-2.386183862906024	-3.9438077352690546
1	1.4581812682427082	1.395980919063143
1	-0.6865382951084646	-1.147482281793257
0	-1.4523756897971385	-2.105940316601799
0	-1.7393011376303662	-2.996729163035186
0	-4.183689440747958	-6.2609986201358065
0	-1.2576484390937555	-1.1209808775781924
0	-3.8195241907051445	-5.6981764636448435
0	-3.6414392311129764	-5.9205304236686125
0	-0.39083959405301927	-1.6963496037814427
0	3.0583837232791278	3.5136635591625835
0	-1.8707517487221303	-3.812301234049086
0	-4.317626274410568	-6.2106155658759885
0	-3.6962424545388823	-5.867387427209813
1	1.0917304946971125	1.213623941441571
1	1.1624990691002033	2.4389078492452287
0	-3.600381019929225	-5.443227785546771
1	-1.3874664273604	-2.574595592288144
0	-1.2775584906131	-2.133772769402411
0	-3.291363345582431	-5.534492793252753
1	4.2637974829525485	5.363709784332878
1	1.3127728738743902	-0.20227671876237413
0	-0.7726620206449465	-3.301362652123529
0	-2.951633182537811	-5.519355142603401
0	-1.2225327149974385	-2.8653470047997294
0	0.9490928606838819	-0.23707143521471405
0	-0.5017410809252448	-0.6530630333203086
0	-2.8874710680508016	-5.173166337480792
0	-1.5905284754195395	-2.6332897006097897
1	3.350269754900312	4.534834315706316
1	-0.669977949066625	1.5655424695634288
1	3.4461981646838376	5.005060104202281
1	3.6847625867969005	3.9660114097633703
1	4.045271770177455	5.609200196153248
1	2.3603645707934158	3.642730808667698
1	-0.032559495140638064	-1.8284002571060098
1	4.782328915302057	5.836879287562983
1	1.9388384135923948	2.931409735979324
0	-4.32193812324555	-5.93616097502176
1	4.5606898806522125	4.6239118310738485
1	2.9354799284759445	3.230693274022155
0	-3.188731051944723	-5.734345440733959
1	2.9422184187590807	3.3445932204523836
1	1.8048044256731683	1.7443587227829738
0	-2.0455892610205435	-2.813553173924661
1	3.2196588638862282	3.6449524823020227
1	3.2753760981804088	2.993206960886021
1	2.8537015742475513	3.787761965718298
1	2.034308843237058	1.3658991430669019
1	4.524549756582197	5.952487995591735
0	-2.649233347882716	-5.23728526770499
0	-1.135899757346358	-2.0016266373173717
0	-1.892451998536515	-3.075544681073461
0	-2.082770105228087	-4.47363116764728
0	-2.7448195301355334	-4.065469906278873
0	-3.6195533137061235	-5.889515051418124
1	4.119065769527229	5.508920899637046
1	-0.5973269636775421	-0.23569476898674538
0	-4.011126832628962	-5.723628527315637
0	-1.967428938605694	-4.77630959349813
0	-3.937839297349568	-5.791571293323842
0	-4.52221435211619	-6.142552324302194
0	-2.4700080038192835	-4.551746565749995
1	3.906978467667941	4.172752166701249
0	-3.403184264598437	-5.63396625320367
0	-2.7519974178217868	-4.514091381774202
1	1.5441122577182378	2.046797139769314
1	2.4074924022561026	2.3699184795744674
1	-2.6015497248833532	-4.5120063288808
1	0.8874758780618163	-0.2056661737802164
0	-2.8374666165086486	-5.426181510708933
1	0.6257437172618759	1.1873683390164005
0	2.6228274993651235	2.432748691826854
0	-3.465690507959153	-5.551539722149054
1	3.837533981145916	4.700782923674762
0	-2.7565752054583683	-4.859053452800794
1	1.0762550114757965	0.6030784685653295
0	-2.5323859112313762	-4.227666959019922
0	-3.503548428380377	-5.850780367698933
0	-3.704671876773507	-5.764062362059628
1	2.7191708681119224	4.393985124397801
1	0.04620353139712288	-2.403611968539733
0	-0.9029155763916022	-1.832951173934648
1	1.7478841906694962	1.0761526692458336
0	-1.4888559072029508	-1.363464966593753
1	3.3004101036158295	3.2199109783115456
0	-3.1519847510693935	-5.4200905326964826
0	-1.194129783896296	-2.450764539956544
1	0.1994372428972246	-1.4502827473755866
1	-2.5464712595029226	-4.212061511980901
1	4.654631185881545	5.6546357235085605
0	-1.4213800226043423	-1.8959747049348106
0	-0.9715298126128237	-2.0200122352680263
0	-3.5014428147546672	-5.434337101223256
1	2.4788652797142565	3.132315801495282
0	-0.7878586370937476	-1.4293781426462293
0	-3.7239863060786647	-5.49017783727131
1	1.4225631322709418	0.197206523894244
1	4.369191536722628	4.62546909035112
0	-1.402854492543799	-3.0970369698000573
1	2.654152844450253	3.6429757364369504
0	-3.988517074689269	-6.392819178941776
1	-0.113656106957167	-2.210815286774586
0	-2.771868074435009	-3.9808165800246016
0	-2.7476162153739496	-5.150928966362101
1	0.7940724662353308	1.903081119371034
0	-2.8191196562658316	-5.7726410119487985
0	-1.5877531331572152	-2.7216824719560146
1	5.184939762066171	6.510353093329037
1	4.294651691297779	5.23623332389341
0	-3.475701355305779	-5.856460505066351
0	-3.7598496756684137	-6.220292585208729
1	2.2020219777506482	2.3286018449461996
0	-2.9145122304745827	-5.274304776718314
1	2.459013851031438	3.0625247247805882
1	5.026048464583502	5.109412876269817
1	2.1696511345160405	4.312551983098051
0	-0.6061155235062555	-0.9790240915739711
0	-3.2125379960181877	-5.499033406040045
0	-3.914393725085757	-5.78986828287902
1	3.5217735798769163	5.561610468141356
0	-2.735660835796645	-4.671159953068213
1	-0.9108449589527113	-1.1571710564019921
1	2.1351776200272132	2.3908112700629047
1	2.4471938619288798	2.5482554724595876
0	-3.21492646950178	-5.394805466499772
0	0.6874497072045608	0.17529970300897277
0	0.6717783853918363	-0.37955507414398926
1	0.6106504589352851	-0.9341054890835274
1	0.8022576823001158	0.5136047665807506
0	-3.7342199128461466	-6.091713266454403
0	-2.2358809209031927	-4.314872417255611
1	-1.2379746226517974	-1.7077384972217213
1	4.804102847785703	5.793795082794515
0	1.7836478495336	1.5812892791245752
0	-3.9352790085084477	-5.772402354734302
0	-3.9796757435344614	-5.674512795029039
1	4.46335281801157	6.139294992766471
1	2.197153726597534	2.1251287209652796
1	4.275777515275918	5.008092797049349
0	-0.4975729307511335	-1.8710692807051297
0	-3.8016051580226704	-6.259628385061851
1	3.464963516224595	4.711998482507967
1	2.567824357588047	3.266615113580087
0	-3.875301749169237	-5.265354814977198
0	-3.1264415585201797	-3.9936059109818616
0	-3.623817188771657	-6.289278219124308
1	0.027841508473087948	0.2603532926474164
0	-3.3809246348392095	-3.1506595193347944
0	-2.9037822719015263	-5.0938670607316645
0	-0.8182682664551667	-1.1948942892067043
1	5.01584426964592	6.198108504674236
0	-2.1505519036529956	-3.448538414499744
0	0.3477587878034978	-0.2684101301325272
1	-4.030860809620334	-5.966312155374259
1	1.963730798844936	3.273647738288573
1	4.568084638317156	6.200806201499107
1	3.299297779133568	5.145301261121211
1	3.778931384662779	4.469807923909095
0	-2.3068234412163875	-4.080133375048179
1	-0.18828014596933987	-1.105172051898102
0	-2.6328586371594507	-4.92276334332012
0	0.20943318232033065	-0.9971505331463971
0	-2.9180748594529797	-5.288731739507119
0	-2.118093764869693	-2.7371619500419984
0	-3.6030814044596244	-5.671212060648323
0	-0.21346990333843643	0.029697728823384013
1	3.641405658843673	4.731443835366322
1	-0.42568745061486307	0.14510648889034916
0	-3.396435224961304	-4.844567508429775
1	3.4321839104355742	5.750195524736513
1	4.385161757353202	5.0863109097400905
0	-3.432646006895289	-5.607976323981165
1	3.549664614423593	3.2598617776940886
0	-2.723008948128486	-5.169152399322093
0	-1.6128723305971255	-1.47705343037598
0	-3.5038869238737447	-5.3033791201144105
0	-2.715524786240726	-3.4899516447640617
1	0.23012350970939655	0.8664923538078523
1	1.176441635385411	1.7645908418533094
1	2.1417213810951266	2.123839447840363
1	-0.16124523004891436	-1.2659726182876798
1	1.6215195423745288	2.065863015202468
1	3.0912389262517803	3.316597454777788
0	-0.8578183120520845	-1.9026372364212891
1	-0.40975178884390107	-1.3613924379769176
1	2.8260609338644507	2.40056477527562
0	-4.194442270165745	-6.031163885048313
1	-0.874060617194628	-3.248468515978047
1	0.8550778956530026	0.47928541266310953
0	-3.1780268736137685	-4.912383563390226
0	-2.881545207242058	-4.842767169147793
0	-1.5822717936958395	-4.359675235832857
1	4.76890785040462	5.58810786404149
1	3.9602765645821405	4.528987489824632
0	-2.861715066528563	-4.1147122390071305
0	-3.990306229574326	-5.939873256578935
1	4.444586886678546	4.9926800938783815
1	3.3198542772462156	4.459846190742938
1	1.1039394344912772	-0.12875072398456147
0	-3.104281417683461	-5.300302725756209
0	-3.905474871618629	-5.6415818411075636
1	1.3693701824625835	1.1203913192158248
1	3.1999497927033733	4.221611850635986
1	4.4637762120859215	5.05911959010837
1	3.5632990372353834	3.4595012019522593
1	4.614497858292685	5.466542767182758
0	-2.2753811792211267	-3.9624203029186407
0	-0.8530235832472407	-1.8641302259114032
1	2.317900624887454	2.3231221867818745
0	-0.301670146625369	-0.9872189392628403
0	0.692186597261739	0.5280700568518396
0	-2.718390476941456	-3.869822307246823
0	-2.111200579660814	-3.4848745608002245
1	3.5472544937296897	3.594717825472596
1	4.948142139803293	5.670192865610867
1	4.027611993389806	4.954534323490971
1	4.161903602282046	5.27384581662627
1	2.9807332520008996	3.7144418604732006
0	-3.920721972558282	-6.11372232913448
1	1.3905776553401181	1.5603536776229565
0	-3.528430181533893	-6.310984864877198
1	2.9076388211291517	2.3913802374817386
0	-3.41341025036142	-4.760207820664243
1	-1.3606079045292474	-2.267355596970747
1	4.330925591828649	4.662940550044172
0	-0.9971485664535796	-0.9057669711926052
0	-2.297699970533702	-4.614553886405642
0	-3.2836170322880474	-6.318180901741817
1	3.9082990838196245	2.9910725378483467
0	-1.739017277204093	-3.4222777982820216
0	-3.1908722964752285	-5.02019364534366
1	-0.5921038389872668	-0.6725894514323948
0	-2.2081130872324093	-4.7823606249359045
1	-1.9441538003815797	-2.9061830410829077
1	3.5886528309586367	4.994498088286754
0	-3.7289730528177047	-6.129383804359034
1	3.4187965822925794	4.25684184031637
1	-0.5359032999739209	-1.5288808230872557
1	1.7051859228492916	2.1087474689772914
0	-2.502307187586682	-3.8477284090401738
1	2.185303263990225	2.529279320814451
0	-1.9593519285580954	-3.5946192023198718
0	-1.948567045545708	-4.869119246702775
0	-1.610947341189596	-1.6157302099126387
0	-3.566656415357986	-5.897721127487526
1	2.7155096771479377	3.635252025252098
1	3.966182919984272	4.931893408075374
0	-1.6515995521669147	-3.7111909710341844
1	3.6767943991038816	4.758915244151313
0	-2.312023611971905	-1.5203546095761762
0	1.9334331182702018	1.2530241647579823
1	5.04180362280445	6.109798228534445
1	3.9621921456610747	3.614341877894051
1	3.926908304775051	4.864095356731359
0	1.2694857446220906	0.7782511803122025
0	-2.7673597834786636	-3.989173092264885
1	3.166507403732818	3.564046937389513
0	-2.982829790924591	-4.8391178829896875
1	2.1228811841788833	2.2321716634683977
0	-0.7758946872362101	-0.8374735523579181
1	5.270646561744724	6.20908912640141
1	4.759851117574546	5.227678339157133
1	3.1927982134805863	4.544025440530928
0	-3.275479317864513	-5.597890374051874
0	-3.854693939673033	-3.3438724573624716
0	-2.8830592214985704	-4.709801336784692
0	-3.1012126114249265	-5.157643911842791
1	2.5498819693154613	2.6640050097749866
1	-0.27707283188090964	-1.5817977447762468
1	2.2319930376164723	2.459551356606843
1	2.3544735478389733	2.2159698099899368
0	-2.251005601708572	-4.160307965454729
0	0.1476150561881074	-1.5404397886474186
