result	original	remove
0	-2.0910305055030927	-3.4065133540873953
1	4.570788643894438	6.099715009110958
0	-3.6362854700178584	-5.542884125602642
1	2.8317410903686686	3.8580245429162496
0	-1.6228882069768316	-3.920938942095449
1	4.1878366985468665	4.3398667255530965
0	-3.500576379839025	-4.399960299172132
0	-3.285049352218432	-5.772890206407264
0	-2.672579065082481	-1.8811100679763149
1	4.661353156782194	5.910742266646775
1	2.3272608312831315	2.1384786224917436
1	3.079781527702408	4.1460609098634755
1	1.6298982073052921	0.585317118004262
0	-3.555843600144963	-5.506256413942774
0	-2.039122010254136	-3.7187455119122372
0	-1.3807850695001191	-2.5179314554814547
1	0.6551100405217671	0.6005566769950735
1	3.469591949773759	3.0766202560177347
0	-1.034668406988221	-2.4572324118240685
1	4.557667306934452	5.69529241806763
1	1.6336569794079316	1.735415940691529
0	-0.8418885677291293	-2.8947604882874534
1	-1.5020582156806246	-3.665600865187099
1	0.7764105067767594	0.2604931358869227
1	3.9207422564652026	4.658480755851726
1	-3.418379129971563	4.01462992539231
1	2.1763856295754254	2.9710935017095235
0	-3.76260592270792	-5.712451408931611
0	-1.8792318180138776	-3.0074670073949292
0	-2.2497377810262704	-4.433735912845823
0	-0.08316992454076416	-1.8517149215555622
1	0.3453158637730066	-0.5800298702720468
0	-2.103250000717227	-4.322170642727486
0	-2.5397764448235276	-5.391342558193438
1	3.924992789258328	4.654142412137937
0	-1.3587107911528453	-3.06767705317793
0	3.2124822175067203	4.897096069570542
1	4.203501148566249	4.754012565228236
0	-2.185623570044978	-3.86037057088243
1	3.432914024702562	3.391221841278126
0	-1.2703976928628595	-1.8660120485061829
0	-1.3570467327932092	-2.424517959200754
0	-2.5675010701385053	-3.8521116866186227
0	-3.376136719258163	-5.185755458886801
1	3.3620784833306576	3.6982149615069244
0	-3.96930216199177	-5.199794129409756
0	-3.937170778202086	-5.757844039624955
1	4.408707038100245	5.801103882360432
0	-2.9251414102925093	-5.202365384718282
0	-3.340619408939105	-5.430000751458559
1	5.25865142732733	6.658258944320838
1	3.640135573056377	4.478328164941808
1	2.334135453051223	2.6861734266009853
0	-0.4211886011468423	-0.9221334786569308
1	2.6519639927512633	3.124407640629053
1	3.878651118607501	3.397751498340836
0	-3.2378566905075594	-5.357128311527973
0	-2.2593982584510406	-3.599999212715774
1	2.118685115985574	2.4370045488000627
1	4.690150240856766	4.985562670515753
1	3.228767184894058	3.935519158550469
0	-0.47957838186913293	-2.7561272375916595
0	-2.7368186337201554	-5.101887839459641
1	2.524688355154753	3.7229775431667336
1	1.7561918681169595	3.9216348725566723
1	3.69474848251179	3.8172505747461614
0	-2.7285075064891164	-5.021528475500449
0	-1.1125753519082768	-1.3703105925514931
0	-3.535665427002725	-5.882479295278728
0	-0.20555592779528636	-1.5603243653166727
0	-1.5507559407840572	-2.461375467346804
1	4.1257020149892245	5.24653480767279
0	-3.36077184612639	-5.4018033523334115
0	-1.350461775425068	-2.827418175078194
1	-0.15437031597284126	-1.3612227307161886
0	-2.9728281728508716	-4.6749853420487115
1	-1.7175829503790705	-3.9030391780924827
1	3.7965213832933116	3.5729273804833506
1	3.325702992431228	4.588086871757368
1	1.754182667680795	2.3238495485355886
0	-2.670240428697744	-4.052607078386945
1	2.346370176164572	2.9085612419252893
0	-1.5592645001135086	-2.783860138697681
0	-1.8720853756522327	-4.1310352973616915
1	2.4535161524525995	2.540212727686237
1	3.5865617546041637	4.30722601902507
0	-2.47646128273965	-3.514788344024831
0	-3.3727648915581074	-4.475469346847341
0	-3.444517373216381	-5.7043431402711375
1	-0.09543149680481774	-1.7194285772725917
0	-4.481595141977925	-6.166865739697801
1	2.870167553110196	3.378330201129328
0	-3.38613395472887	-4.691582093194955
1	4.936613687378966	5.959757118318948
0	-2.200566161622791	-3.010173859441997
1	3.6941083238352186	4.516362948605056
1	4.269393376895103	4.6691600525692145
0	-0.013491746265181648	-0.6352482841193458
1	1.738503648891159	3.574612692836954
0	-2.409170813334485	-3.66044630476694
0	-3.8352589377205777	-5.932684707741195
0	-3.4612138050442502	-5.251522029631519
1	3.0320837235725127	4.567135723191006
0	-1.529809336347792	-4.253941759757972
0	-3.3234217220856266	-4.898512437139779
1	3.5049725296358853	3.7143815344519258
1	2.177987302626782	1.6124699080908291
0	-1.3571803775426476	-1.9117705364276858
1	-0.8117817584083056	-2.7403207143768307
0	-3.151176340382283	-5.299044153678403
1	2.774105343628554	3.6287202090024517
1	4.739276324418011	5.953794657816376
1	0.5581975689561715	-0.4528474336435861
1	1.406636989417776	1.4652935169152546
1	-0.41561751327685403	-0.4300828313833806
0	-2.826008235730989	-4.0499085293481105
0	-3.3878556662473605	-4.788913220708483
1	3.766738163840246	5.05025430815362
1	0.14650410014690088	-0.5271903771321279
0	-3.647775566812534	-6.375206257318958
0	-2.9368321466935026	-5.000500052832684
0	-4.254310737990775	-6.215747135558528
1	4.185554398488208	4.894449634984134
1	2.6721805628230486	2.570017223867173
0	-3.4177091978018037	-5.547469241139593
1	2.7168558094520203	-0.04215049485518082
1	3.2853878219303616	4.780026619558253
1	4.470795554046293	5.083303290297466
1	0.9905313727859303	0.38064642167135443
0	-3.353101993186013	-5.107811129848121
1	4.551014688496699	5.697234899102787
0	-2.419016137998369	-4.131352362852937
1	3.062629385653049	3.0276570136881773
1	2.744008073073799	3.043097978749283
1	3.3283904721743447	3.339550146128635
0	-4.378917360309838	-6.218052785461039
0	1.4196305612418492	2.0000948309212405
1	-0.0011090903894870152	-1.10416624953293
1	2.5570240253233982	2.2295212592571643
1	2.8609112720345764	3.755949697922172
1	4.744348219187323	5.835529987235094
1	0.6496514953571956	-0.27738630230290434
1	3.1558417690302134	2.571699125155684
1	4.230830693025324	5.267047629912047
1	0.45743720691050505	0.5162476063571841
0	-3.497588315837498	-4.429329996012808
0	-3.259901888365471	-5.6584814192998625
0	1.5717150324725324	0.972883078791903
