result	original	remove
0	-2.225520882303055	-2.7290558266541645
1	4.304825499881667	5.34575137900154
0	-0.8318708686043285	-3.5193512683588897
0	-2.2201990876405473	-3.8709824501337096
1	3.6483662804611714	4.267591682229667
1	1.7989431458665748	1.2589220787258812
0	-5.14915494667207	-6.820109012017211
1	-3.356536614921323	-4.673197268812401
0	-3.924278262772717	-6.003361257558901
0	-2.3420459092311168	-3.7650697602263237
1	3.642069737344013	4.225559311924694
0	-2.2658505970273186	-3.162820975240066
1	4.191563223626457	5.079396658934008
0	-2.5531112374418803	-4.159802268118472
0	-2.364140215087536	-3.709269880585593
0	-1.353570868848748	-2.7514765113566884
0	-3.9688012711921075	-6.166484511694425
1	4.189897915695818	4.296446281881153
1	2.4712519133945996	2.6436060067153475
0	-4.637971189882953	-5.725933803605084
0	-1.457498625015401	-2.833139466185966
0	-0.825966400437012	-3.256189524791074
1	4.107287466708901	4.897299106236251
0	-4.252150000227409	-5.981380390617611
0	-2.1795697773248905	-4.80107463978712
0	-5.028286161805958	-6.234367547447168
0	-2.6239183502919206	-3.0162795558826554
0	-2.985425456426439	-5.448191717695728
0	-1.7264548178981434	-3.091047760518366
1	4.940509573200994	4.659455567668731
0	-0.9677021911929226	-0.7209349871915716
0	-1.4078547978828595	-2.44130351129913
1	2.0978473526831523	1.301216782612697
1	1.562908396835831	1.3498701236599389
1	4.06368958134526	4.8668111400880445
0	-0.384533740377248	-0.8020659141228851
1	2.90411614964322	2.924159710880721
0	-1.3060226207716128	-3.620624837721556
0	-2.3408858453664245	-3.774814109895007
0	-2.3552214781052654	-3.761634406888712
1	-0.07853716468714086	-0.9649526983818806
0	-3.075812802140528	-5.418564696661908
0	-3.8915712715660113	-6.05911250332002
0	-4.467034205920252	-5.589371362479075
0	-4.0462145408394745	-5.498977123351727
1	0.6572696632423984	-0.8202372038976162
0	-0.30337763686753255	-1.1173808991106629
0	-3.231951416699004	-5.565710336206831
0	-4.3133003766750795	-6.1483556463482385
1	2.6816180119654733	3.5628235108876876
1	2.8527006480592223	-0.5337893677101401
0	-1.5106990599575238	-4.05407139813663
0	-2.8306700583051523	-4.531292229472739
1	-0.6486729643923952	-2.220682333095465
1	2.2083013413318104	2.082982022643394
0	-2.723313925064089	-4.775900379489102
0	-2.5747841953310115	-5.449457835024523
0	-2.7519304891758374	-4.215828800985778
0	-1.6069373838280285	-2.9168505379977727
0	0.5712588626090767	0.4344632736104413
1	1.7830405827903135	1.883420112954535
0	-2.188759646124942	-4.0902074305784035
1	3.0320776218054566	3.512074802892877
1	4.68079912471392	4.649981985214223
1	2.815563966284773	3.1158999755772383
0	-1.7676140574733807	-3.8182073271880816
0	-3.034211559343953	-4.2927353868476965
0	-1.5907416224263984	-2.536841744904556
0	-2.323356906745561	-3.4359747138281076
0	-1.9574428579135124	-3.214214479079317
1	1.3044525767553152	0.6293847631475553
0	-5.0390838550196	-6.451007256920799
0	-1.8783390589094309	-3.399146315258177
0	-2.740678170039579	-4.445536708575098
1	2.4100280933624982	2.0060890928971897
0	-3.5842480345696552	-4.981720576671422
1	2.851397652258917	2.9298769729184544
0	-2.293045495744966	-4.0309306879448625
0	-4.7318682743302825	-6.047231219239336
1	3.1895826342125204	3.1732769567574732
0	-2.5743254936493494	-5.179419129974664
1	2.0053033410847854	1.1112817004348632
1	1.3832332299441934	2.3718100713448935
1	2.225189388422617	2.3516295848293574
1	3.0392572717585575	3.827916612110177
0	-3.2251302244004623	-4.9979931575479855
0	-3.614112981004479	-5.933015977976136
1	3.3184318860130273	3.8805087381061663
0	0.3907659835694558	-1.8197747409419736
0	-3.5514710529125604	-4.970151002547872
1	4.879859973360853	5.402564250450721
0	-4.505320081433411	-6.50519626920186
0	-3.00721555603882	-4.942821063832797
1	-1.3443652592807538	-2.8111024368108706
1	-0.3131380726062499	-0.8151111352922193
0	-2.41017084117259	-4.342284248821696
0	-0.00383147153691311	-1.0226101021346383
0	-2.6244141659163973	-3.876826851716187
0	-3.2788960035622274	-4.413869489475072
1	2.395252679754079	1.8748812111327602
0	2.4561795487214755	1.3909913790597355
1	5.100914909553228	6.14279879371664
0	2.1903088423531623	3.0332220297705854
1	2.8334098342924756	3.660225723300056
0	-3.7522663319828604	-5.120524044777583
1	-0.5925628841284528	-2.4569088048865937
1	4.365509453127759	4.709489298588616
0	-0.8012913600501326	-3.3319891397033885
0	0.13310287674384627	-1.9169803933449276
0	-0.4195315534181788	-1.103022312577411
0	-1.2397571290187896	-2.1569271282469056
1	2.648965696519884	2.90961606997101
0	-3.465068381498236	-5.6104190100841445
0	-4.53548577924525	-5.961086126462234
1	1.169124547149564	0.702856504694335
0	-3.8354670373053987	-5.448876136500563
1	2.18350459975965	2.406187671052354
1	4.089485231901049	3.433418529194116
0	-3.941984189756175	-5.675373172324373
1	4.303780968544198	4.219999773243876
1	2.1421771396345584	3.09914160502744
1	1.8025544393522013	2.4966991849109923
0	-2.6612628090308075	-3.8874169278144133
0	-1.4834544665731297	-3.2162767338739475
0	-3.276537607706486	-4.835023272584441
0	-2.023067545759516	-4.449972439634191
1	-1.1046595969081296	-1.5367024139359062
1	3.4046078611575283	6.029761597615701
1	2.8099348024651785	2.4649573118085724
0	-3.010310989282744	-5.29577633062565
0	1.165785521189802	-0.1416399568988437
0	0.019420527258283044	-1.3208563768012351
0	-3.404783741400859	-6.191671791411982
0	-1.216923923977645	-2.6890281818239368
1	4.217673040339005	4.662066660071561
1	5.263095151557716	4.525850829453176
1	5.167696743242771	5.368962002186456
1	-2.0912239918525475	-3.1497604918945274
0	-4.297481158449448	-5.746842636960662
1	-0.4374020164343945	-0.27169989860094024
0	-4.005618571566227	-5.78494825952218
1	2.1431254888741513	1.571424147223817
1	5.205363482743565	6.065485148160812
1	3.713716913729412	4.127782756845162
1	4.144713440712049	4.650497658210977
0	1.612157792136387	0.8183414446610404
0	-1.870132986955156	-2.565401441884394
0	-4.217615870767808	-6.047358185853237
1	1.7465343671968028	1.6483698076567879
1	4.045009289509376	5.238757626642216
0	-2.7004132947457244	-3.606092124813113
1	-1.4383783538447439	-1.3411498489871376
1	1.4621379741783203	2.0759034280636586
0	1.9755898539704602	3.1537178863828927
0	-3.788693915472511	-4.677188106762129
1	-0.30931710864028006	-0.8948529066120552
0	-2.8838022285069265	-4.798982680739754
0	-2.0152310386806827	-1.198728302018614
1	0.23119486756580773	-0.8200712068821636
1	4.144325379464996	3.611848080122705
0	-3.1927959742377308	-5.012025701158782
0	-0.18250459669601593	-1.3000051710397298
0	0.11103293334517593	0.2982244585478284
0	-2.382079067451983	-3.6450811635881246
0	-3.1225384228615387	-4.04128605051324
1	3.1192860586391506	1.89324992913874
0	-3.328196204465596	-5.259009796336706
0	-2.9151746942664936	-3.518088994786005
1	1.7110653747190838	1.2362897485694035
0	-1.1586143154831694	-2.270224340541846
1	4.222637256930875	4.871329801807298
1	2.8179385074906973	2.9923139788996482
1	-2.4414424337497205	-3.830283394212651
0	-3.22082978977772	-5.526831250036541
1	3.7880946291274182	3.9528388623331048
1	-1.2356274305062387	-2.4306593656359317
0	-1.9315080068964006	-3.464606784473589
1	2.3160923952724173	1.5508618413590114
0	-2.9121404239680913	-4.597504541106025
0	-2.9789859294385868	-5.064212416370694
1	0.33561439751550726	-0.468410219574047
0	-4.371751125122837	-5.775060620290211
0	-2.003331117103445	-3.8373395538688
0	-4.456611072466384	-6.414238879314803
1	5.4117092615829145	5.811172788111096
0	-3.197648214595729	-3.636732953904351
1	3.991072120527016	3.3105247761606873
0	-3.60437125197213	-5.403209547594675
0	-2.6358531179991322	-5.2213258101287146
0	-3.9036237417450113	-5.784932188200606
0	-3.5794562037219717	-5.285234576144083
0	-3.869782354747668	-5.651972470092467
1	2.385510335960974	1.267527280113223
0	-2.1462915749568388	-3.6293404404328324
0	-4.607141038152595	-6.284171838324153
0	-1.2344888347159313	0.8027495620449576
0	-0.8658505095018996	-1.296482586856022
0	-2.7336496807937984	-4.29332486080153
0	-1.3182135326911757	-1.7818765556447598
0	-0.7419632289257111	-0.5790787604533016
1	2.2583587711472246	1.3933794094326013
0	-2.2723036040809954	-3.145450091402793
0	-2.85554019643285	-5.514320485976515
0	-3.8979319855435106	-4.996337303027993
0	-3.0889716008011825	-5.369142252895809
0	-2.717979685861547	-3.9544661668497163
1	-1.2817199131224049	-0.966741367637388
0	-1.0593479344315304	-1.488300941985642
0	-0.9328406553147994	-2.211117321098706
0	-4.512498237942211	-6.300866507852425
0	-1.0263948715421238	-1.90387904837351
0	-4.5810889239984505	-5.598279057701172
0	-4.3169370208402915	-6.220351903182458
0	-1.089102326609515	-2.434187617550077
0	3.384990603336101	3.4277683100914262
0	-1.8943144507346505	-2.85038640477024
0	-5.174697141873438	-6.5050223661696025
0	-4.095581354160936	-6.063356031195081
1	0.9703051656190177	0.21337438110901963
1	1.4788556811959523	1.9432984841028191
0	-3.3278414544707533	-6.0977695091579065
1	-1.0979860750714632	-2.414058259303761
0	-1.1420162912018004	-1.8476139491389778
0	-3.63785127216643	-5.863647079330374
1	4.479263166613754	5.446917857556591
1	2.0305588181429988	-0.5394246469480012
0	-0.4622603496182272	-2.2366082633835473
0	-3.518138928116827	-5.558689950085067
0	-1.5616797751552733	-3.0530900697606094
0	0.0027979467181403215	0.9361218947385261
0	-0.0008580055421799834	0.1701086603520596
0	-2.9785969475006273	-5.266183704954347
0	-2.1914978739784003	-2.492679016968177
1	0.29757704427041554	2.2533839782078235
1	0.09858468006379177	-0.5682061717099397
1	5.345353653792598	5.898330755503475
0	-4.979297557883504	-6.103848390559375
1	4.9166738712371085	4.798395035436663
0	-3.451123114951788	-5.456385442181783
1	1.8891818216749405	1.5766893066989731
0	-2.1647430457707846	-3.159636220715176
1	3.262096180956567	3.1625872594343374
1	3.411287238683647	3.098469129859062
1	2.6983127891588197	3.600824626554828
1	1.9100710612225593	1.6725252417075733
0	-3.217293518633877	-5.345817477764441
0	-1.5269456586503	-2.5041231655950007
0	-1.802863851042333	-3.282163249967197
0	-2.3971831068300893	-4.20896053858112
0	-2.6318933538246765	-4.800201743901373
0	-4.099018911612814	-5.380294335078336
1	5.129706076632031	5.2195597025488265
0	-4.155449330966854	-5.857381725651561
0	-2.5261788697732093	-5.1721390937701655
0	-4.358166976927894	-5.950464577830266
0	-5.143574077045586	-6.450144554372367
0	-2.6665130711587968	-4.142108938186549
0	-3.585821108374193	-5.8732352057183865
0	-2.454753925737181	-4.629086917250867
0	-3.449653707888831	-4.85221413679254
1	0.8112741315302726	1.3499956479660402
0	2.724787588543002	1.7891349780287193
0	-3.840088649604963	-5.804373155551807
0	-2.5305320642980793	-4.9485551331231905
0	-2.1781094235826997	-4.4502213662589165
0	-4.058010474505416	-5.979225182449551
0	-3.9114337001923873	-5.596098987181103
1	3.4839124285512852	4.056069376097082
1	-0.051227694928085696	-1.7098922337015785
0	-0.8054219026822405	-1.5580407942129122
1	1.8738632107741313	3.2208696262213223
0	-0.8499667265214697	-0.8892150129048211
0	-3.4913923368491324	-5.037326430986211
0	-1.456746651140261	-3.7642404599738244
1	-2.034491190114681	-4.494023681291721
1	5.091436264294584	5.26771722081698
0	-1.348091263087716	-1.9453158381635685
0	-0.9693568810502216	-2.1612064436726754
0	-0.5854158860358115	-5.517330986426621
0	-0.5593215228923352	-1.2735177696142321
0	-3.7708395195688573	-4.428723749678141
0	-1.5756901850277287	-3.1647593039754836
1	3.302547566032894	2.9627104099510495
0	-4.693050091282627	-6.510681698737242
0	-2.813247603638082	-3.8016260197231055
0	-3.2313650648198426	-4.612915921503837
1	0.8966112158416932	2.039249079470649
0	-2.0245112103671636	-5.651506074782359
0	-1.7706358300682379	-2.8230999795641747
1	5.811580368549308	6.0512231935893634
1	4.504972052266349	4.923079755964001
0	-3.5091155460760053	-5.367929820426748
0	-3.0926593958985067	-5.018486786064522
1	5.344228682758895	5.788810824379215
1	2.6552416283535227	4.514833078228134
0	-1.1537941649839056	-0.14247620257302215
0	-3.024726720276367	-5.713098347674003
0	-4.5054237213846795	-6.267789769513459
1	4.005789954900835	-0.9484625099319577
0	-3.2587808235979363	-4.3607135974210625
1	-0.11683724047120979	-0.37798259474458556
1	2.474036080072163	2.558492354791735
0	-3.703416206825808	-5.219066868850496
0	0.05760395752869779	-0.11645318161778019
0	1.157049141856976	1.5240212824638402
0	-3.978046929640252	-6.164755706393634
0	-2.535128819534926	-4.182800183533209
1	-0.621294279731873	-2.549995781656448
0	1.7414823203657857	1.4917173317454797
0	-4.534240737488717	-5.8062321505877925
0	-4.200743486190755	-5.608720817271813
1	2.2660575107187957	1.9926086067791948
1	4.617302770949595	4.941605628520054
0	-1.0225046308187253	-2.4308336951950626
0	-3.9867822437172715	-6.3230317211517315
1	3.818812885006828	4.612353208605575
1	2.7066245080977747	2.992854644111381
0	-4.45384117583112	-6.0423104105013055
0	-2.967954599463166	-4.271653530652882
0	-3.8115665513652024	-5.108667284464094
1	0.44947386054978433	-0.07614252489899147
0	-3.3548461401917837	-3.0305731462906684
0	-2.921116046040942	-4.930832385751586
0	-0.5915040667174486	-1.0240317957444567
1	5.8058718571070305	6.007697531641222
0	-2.1557358190213267	-3.854757317131022
0	0.7350346329475859	0.1797502181970886
1	-4.358188418253978	-6.193218911779264
1	2.4441943678433904	3.684799347730158
1	5.250450116013469	5.939555069798214
1	3.710811126131821	4.953552383413744
0	-2.347346868172014	-3.917790932963009
0	-3.0319481624584426	-5.474596705842868
0	0.48525667973350456	-0.6874277314402149
0	-2.852335959035429	-5.179938233809563
0	-1.9449387713140867	-2.6203091064475057
0	-3.8616707273354405	-5.580961771834446
0	-0.3794163084368952	-0.3214585975640948
1	4.087679421804172	4.142807627885181
0	-3.6338574110854336	-4.963524615593888
1	4.030152618795971	6.062142771231998
0	-3.4203100076056816	-5.754601984253977
0	-3.0813740531949305	-5.5979909238282
0	-1.7283010027798118	-0.7145463126301791
0	-3.918923977814542	-4.796779663011998
0	-2.949375760246749	-4.096083871709043
1	1.1901951884320352	2.0902701033159596
0	-1.0238531937965412	-2.095172241311364
1	-0.2716164264295215	-2.440228630035797
1	3.377189855529426	3.882522854834103
0	-5.172360302288223	-5.961785978551902
0	-3.6773678121266538	-5.6570023113390615
0	-1.2809077267213866	-1.9630984042103752
1	4.439759493678371	4.86239516688814
0	-2.956765680997003	-4.53103908843641
0	-4.68342968091975	-5.831863184481237
1	4.751411753213854	4.782560311675584
1	3.734305428122211	4.071629338099325
0	-3.268402787621461	-5.137820688665903
0	-3.8151445902141194	-5.867717186204474
1	1.4047248615768884	0.7340621651205887
1	3.4313376618250038	3.701376107252693
1	5.571190434948525	5.906234612910062
0	-2.2945058253192903	-4.104740192521998
0	-0.9146497416545727	-2.1932554823224497
1	2.5080789296256363	2.2523470179753553
0	-0.2705120893703052	-0.9477821149475727
0	0.7434415196098397	0.20997368258097282
0	-2.64686197681634	-3.7860305288881744
0	-1.8536408036681256	-3.5559730813722283
1	5.51311375116553	5.705851900826747
1	4.497967971751579	4.401803877209096
1	2.9790468079722685	3.7125236901985734
0	-4.3085032468192175	-6.01154855042596
1	1.1680237633526371	2.08976367212027
0	-3.3530395952054244	-5.98689895876637
1	3.0769411314951394	2.6402855130627874
0	-3.239262153936447	-5.1553960131456575
0	-0.914232760720372	-0.8614141782575555
0	-2.650641547897348	-5.218504131409417
0	-3.555817801738061	-6.3836894946284
1	4.042197636896095	5.091824910427991
0	-1.8399485197260674	-3.3628465450061538
0	-3.193124549209064	-5.310610976292587
0	-2.8471795309482477	-4.491062934303465
0	-4.201740870292648	-6.695818402869311
0	-2.6627981749734224	-4.019616934423998
0	-1.7949131504693314	-4.122524843070925
0	-1.3958484079218356	-4.219910648834466
0	-1.374567622534688	-2.121947604838337
0	-3.7879073838296806	-6.158985463986726
1	4.456993166705593	4.188079281964403
0	-1.8231287515513703	-3.1741711718053014
1	4.3771158120794125	5.24229434619557
0	-1.8057603899830088	-4.302257162862833
0	2.080799901964867	1.0000530291241185
1	4.571206896100468	5.098041365013702
0	0.8067257377939179	0.6952010928054296
0	-1.7669766889032867	-4.135938737160088
1	3.4148137117687507	3.140206768430198
0	-2.9740326332817224	-4.90403584525644
0	-0.5546668543436478	-1.2655323854568628
1	5.013467800927454	6.173269805791189
0	-3.3410291067546645	-5.913301524885719
0	-4.00035416006581	-5.550246712231048
0	-3.0035395353486725	-4.022641377605438
0	-3.6231897354119282	-5.4262252677339085
1	3.2184476290869144	2.8441097632329297
1	2.721857044889989	3.68162919479047
1	2.6558842155163846	2.555913319141429
0	-2.00983880474438	-4.215573379590992
0	0.25477454170162267	-1.4849755892723115
0	-2.4492895222344684	-3.344617519239335
0	-4.446099388614158	-6.1454523762022415
0	-3.9106024197146363	-5.363155633659922
0	-2.993185888337332	-4.486308825240421
1	3.580368562444592	3.3612241158718756
0	-2.6618227938165226	-5.427139747510125
1	0.33991133895904324	0.6818267159720576
0	-3.0056099143965893	-4.064029010030274
0	-4.347694612797333	-5.987217236555498
0	-3.3370299420729124	-6.96386563759721
1	4.3722967704645965	4.81073786437036
1	4.203803444553354	4.760263325315855
1	1.1346100858670018	1.196474667456912
1	3.103480918140023	3.5205537053593825
0	-3.577626412249675	-5.6705278138350135
0	-1.2359106874997179	-1.9171972527384389
0	-4.302013750700434	-6.025901117137896
1	-0.8395750723592069	-0.5569548422861994
0	0.7125776113167966	-0.7325473227059223
1	0.855354930138973	1.11870612112083
0	-3.085706546403168	-4.992180489052141
0	-2.214553295445392	-3.004671051095754
1	4.374807419111164	4.477507561620403
1	2.816885268039233	3.1942084679424383
0	-2.9927654623778728	-4.957449635040735
1	2.9841184071020406	3.535273721012562
0	-1.9004729815907158	-3.637074306740858
0	-3.7642275596557306	-5.545687799828308
1	2.9416518505031073	3.388328252614779
0	-3.5384595816962436	-4.049487135959632
0	-1.8088004492642042	-3.7509261914637264
0	-4.093765772246452	-5.537822281655462
1	3.7002049934873655	3.7129469438518568
0	-4.16459484905918	-5.639571672147123
1	-0.12952153997271942	-0.4827371369135224
0	-3.0782479872485142	-4.422801433259662
1	0.25846524485092615	0.8449635369901276
0	-2.7657202930967375	-3.4140357935157337
0	1.9428571021153935	1.7584985485558149
1	3.9082168188327637	4.743965656638613
1	3.36474369853083	4.167985153783208
1	0.3942827335010716	-0.3191949904674638
0	-2.423946224017757	-3.778626303537698
0	-2.573562655139461	-4.4335742172435175
0	-4.434760511148006	-5.848662953653893
0	-0.3497641788247183	0.11626585673140481
0	-1.5578539811571774	-2.1735889182905415
0	-4.76939619009529	-6.344926430831168
0	-2.515162112620243	-4.096747939917498
1	-0.29316837199765633	0.9751880618037002
0	-3.667233872096518	-5.672493826380246
1	2.080811368283088	1.7979765313913323
1	5.434354202113012	5.624673482109983
0	-1.469356206032512	-2.5901603880436586
1	-0.012011276151203936	-0.8460047971297813
1	2.1607189766862627	1.7157424891826276
0	-4.266756515062822	-6.065519191003382
0	-4.160214600642565	-5.47343542914209
1	-1.3269750286314899	-3.0438247001079746
1	2.382931698103361	2.435300171437118
1	-1.2430614597723724	-3.4523850914188166
0	-3.6394761513414116	-5.085325465646071
0	-1.0429150246839234	-0.9643695200495432
0	-2.7559030915634035	-4.63851627794225
1	2.9380203529481848	2.5457999219890746
0	-2.3501270353318016	-4.208554946454136
0	-0.2907989965909677	-1.3297597586796834
1	4.937332611637479	3.335232827106435
1	4.057251743500163	3.8098614203772074
0	-1.9062356067684292	-3.3845999594457785
0	-2.9312486431631033	-5.329552594388651
0	-2.107971161351989	-3.8708152541893153
1	2.1135637541615795	2.5698105743383204
0	-0.6759167329429241	-1.3345223170595935
1	3.8834778766405584	4.4821757427971205
0	-0.45749271283673987	-1.6124034169949413
1	3.17167794524585	3.27600527902533
0	2.5590290781066916	3.5991046197885233
1	0.38267296662669104	0.8867986738053623
0	-1.6716469606771278	-3.34346280866656
0	-4.89390786433364	-6.507036302997762
0	-2.676847476358931	-4.665458274573744
0	-3.515800494243016	-5.161759416914661
0	-2.7233081307979856	-4.333041976471049
0	-0.32694522510375607	-2.0463430888744534
1	1.4098756372647974	2.171420137950235
1	2.3657551431193795	1.5219196701534776
0	-0.07276228593392238	-1.2808950697068364
0	-3.7285705281256387	-5.896416431466728
0	-2.970965014009009	-4.5654143448253866
0	-3.192916714991961	-4.842430961742525
0	-1.9393235187207691	-3.4885891246305087
0	-1.2028666396877778	6.715489015406237
0	-3.964505545818791	-5.3696298526785
1	2.44295175063552	3.2375568266242336
1	4.950713665276255	5.183329450610562
0	-2.9401078234109264	-5.23226613231432
1	4.764720781770557	5.452341476716641
0	-3.057692009541681	-4.9651998979033545
1	4.014721930791173	4.9681639942528815
0	-1.6233534806908942	-3.480887044898047
0	-3.6815421711126692	-5.45801124095593
1	4.681555287524551	5.114331125079122
0	-1.7901147620834634	-3.6032854816989435
0	-4.8380417578053105	-6.201469488531479
0	-2.792528559737439	-4.479834201426351
0	-1.3491371038190498	-3.560324378323344
0	-4.865452707397443	-6.073119867203142
0	-2.1820106820367524	-3.9408925731424302
0	-4.265049265814782	-5.4529624424555125
1	-1.2594689404506763	-2.3877471822643894
0	-2.3689644738419715	-4.0122549035230195
0	-2.6128272587976227	-5.9107600482343425
1	-1.3337492241430675	-2.067394961122653
1	5.341678418372477	5.624332052426241
1	2.428337533811801	2.4717089520377575
0	-3.9473438857498393	-6.094462876975402
1	2.376070934974447	2.1741811595560128
0	1.2256178908285165	0.36866759574611313
0	-4.777989904656706	-5.813564448690009
1	2.7619103521920736	2.7002773658271697
0	0.01921152825320276	-0.4279374909152126
1	5.674898903630137	5.547861630733522
0	-5.0656509194862815	-5.801064798392479
0	-3.330120742244902	-5.607424222531168
1	2.0256942778290585	1.9899515424512406
0	-3.2171715995840264	-5.4241833999059805
1	1.4233437498987396	2.0401620787755763
1	-0.5190374904937464	-1.5959112810241474
1	2.7106485837336347	2.223968589918615
1	4.1720505312428315	4.555113882223565
0	-1.0438762664736974	-2.6051727212477496
0	-3.1789673528754165	-4.94633278754418
0	-0.9014059763058888	-2.400852350187943
1	2.9634147125056205	3.258968249191835
0	-3.6119810300278696	-6.010472061237442
1	4.326282247883207	6.0759257304641086
0	-1.5937637172143466	-2.54748745232108
1	1.9005326312792354	2.4582466152735494
0	-1.592620123836247	-3.2415756018616366
0	-4.067296324653141	-5.35137329598968
1	0.8798580793926223	-1.502409467264731
0	-4.811499149495168	-6.469126492534454
0	-2.590946233125094	-3.101903174740121
0	-1.881775187091107	-3.847156334189824
0	-3.2383025736780775	-5.2461091503753385
0	-1.5549735787173375	-2.497145144835866
