result	domi	recess	omit
0	-0.896808467901712	-2.740718037199153	-1.3767543244783447
0	-4.082786553479689	-5.126436925148132	-3.002902972385618
1	2.6565768204880147	3.7098760530615698	3.223028351284381
1	0.7347987742192804	4.309104987240634	2.602513797000411
1	2.8758634182692875	3.5693064108900363	2.3696286456671896
1	2.319707849627406	1.3684947941464602	2.285095437230069
0	-3.271392140035002	-5.629896204144118	-3.2193987008247897
1	1.997569502790763	3.1578161560766627	1.89063603180801
1	3.7446845116055067	5.659364218062007	4.1322753500471165
1	0.024207996732656306	1.979849310193437	0.9950266496913821
1	3.709160870516869	6.2736957842856125	3.96875992742944
0	-1.6858997395976605	-3.3805853521632736	-2.778067960527397
0	-4.002845595755201	-6.063467455844167	-3.1506968882239947
0	-4.253546501366168	-5.740624016058186	-4.147809137587389
0	-2.9855864222927186	-5.328528785700059	-3.008151922859737
0	-2.618598166694759	-3.7372824824347757	-2.2696609120118896
1	4.583499192472365	4.869230325163592	4.462257026108532
0	-2.1054137641825132	-0.6092864658002017	-0.02399064570098705
1	3.8809070519185753	4.131665792262846	3.733475165038898
1	2.321089900628474	5.200108175019564	2.826763205758125
0	-2.825423833364616	-3.212600833674761	-2.158414380172873
1	2.458988865073764	4.218197766086657	2.133462216892665
0	-3.239492595681309	-3.2549731586945296	-2.9592558025039803
0	-1.6669239227714394	0.7181486486501402	-1.3035911028120803
1	2.8995802792451904	6.424882926017697	3.0046192225119968
1	2.519729531603509	-0.4947092166672665	0.8262208892265731
1	3.952748780885651	3.2503068895311307	2.6044246838806164
1	3.597470137112084	3.24742098452144	4.287681647161013
0	-3.0814234066188426	-4.236557593774892	-2.284342257736548
1	-1.7326350709593132	-2.188425903961657	-0.770153119161063
0	-2.5546471597597047	-2.7910726113989686	-2.5743643307196504
0	-3.4112881411334803	-5.505729569454805	-3.040163271931127
0	-3.197034374109057	-4.670783611569835	-3.4786611038823683
0	-2.4912626767569432	-4.140369770411683	-2.353656988164203
0	0.16988430910201135	-2.632081458719821	0.016584784503386716
0	-2.626904282977874	-1.5060001847612694	-2.487692410348836
1	0.3981217981320938	-1.7803042976771828	-0.11250922099151867
1	-3.2048015144117312	-5.0427947405372056	-2.4126863242191443
1	4.127733315169984	5.119267483807657	4.606761296553971
0	1.868210808164209	1.9568446596715456	1.309431704573357
0	-2.4235791022509545	-4.185613309403486	-2.0938992936662095
0	-2.913609011918738	-6.2109885390017645	-2.9577064034354965
1	2.3713806534761517	-0.24956687131290894	1.763933608948364
1	2.6381417007971537	2.9307589127414286	2.7658636744577416
1	-2.2831871605695984	-2.6074220902333836	-0.7712907471582903
1	3.4018551715121377	4.791356776714791	2.515582536327897
0	-3.745095007180627	-5.524305641600241	-4.428764186778521
0	-2.470648463201231	-0.5519048519567319	-0.6181373490290695
0	-3.9954767463624057	-2.883164091878443	-2.1680062589873836
0	1.2538117573213243	3.9322890165016164	1.8881369819324736
0	-1.659409928618715	-0.18723163869316659	-0.5211439152738669
