result	self_predict	cross_predict	overall_predict
0	-0.12128109088296637	0.5833396003786453	-0.2641337080464401
0	-0.9858514277893717	-2.3733559877035413	-1.3636280221992185
1	1.1543089340548187	1.7165941274462753	4.653835758782041
1	0.9661103810414018	1.71598501285578	2.9314718052852093
1	0.7592569978005899	1.4096760568713484	1.938199207925596
1	0.8091443265652148	0.11599938588715886	0.512159604686435
0	-0.5973276235343665	-1.4457138268854994	-1.6128695556803299
1	1.0669765356425644	0.20153412628807632	0.6079933884798943
1	1.2397798308916483	2.126493980645935	1.3531189296752084
1	0.15984962193904612	0.1001345027485756	-0.5063659942637562
1	0.36502956966873357	2.1945667021207766	3.402892599544753
0	-0.9191656709769708	-1.4238818003733604	-1.207341115957387
0	-1.1078946573234207	-1.917894030698226	-2.655622376830973
0	-0.5031138911449943	-1.4521864901271855	-2.494811557465429
0	-1.3863515843283665	-1.2751322840299004	-1.6213115245294565
0	-0.6893011697155993	-1.957199094120398	-1.8438297003186752
1	0.5339984810811942	2.9509831690923534	2.409862379284327
0	-0.7551149941175641	-0.1538588407079724	-1.1683878565082357
1	1.0243562017976853	1.6272297296807874	4.872803939643955
1	0.567529862370997	1.154362948524282	1.4946759930975484
0	-0.5645364580603601	-0.7753095942279222	-2.58047786614377
1	1.0569280402989438	1.985260643385956	2.0048168214572293
0	-0.20914150036501813	-0.14112879192246397	-3.3115765275414084
0	-0.7919153439196402	-0.20582631318921352	-2.4548713654141743
1	1.5872440534714005	2.0622959838467017	1.9775148748093907
1	0.3132850709723592	-0.4767968408312637	-2.1054730002238067
1	1.4632188440914329	0.41750003544230796	-0.23347259331476145
1	1.3442581706508103	2.009585382999945	3.0731510512704965
0	-1.4559969574220564	-1.6350073287897253	-1.9215397838561434
1	-0.8988015485613958	-0.7492990136312241	-1.0840701190213158
0	-1.1124485461155111	-1.5055868046064813	-1.9428037029224858
0	-1.0947866003077844	-1.8375344409858985	-0.6216210964537756
0	-0.9935382955361847	-1.6064961600036674	-2.49010170648425
0	-1.1962132132996426	-1.7101200673490393	-1.6467865009729044
0	-0.051258468979071624	-1.2675275940690887	-1.1440712719263961
0	-1.208283605768578	-1.2967511927324076	-1.2155913540997962
1	-0.4579989964498375	-0.5815005858128279	-0.4035651127468929
1	-1.0011684712463091	-1.49879811221963	-2.5000421947858023
1	0.9307252204807069	1.8261707388622452	4.578651268289864
0	0.28340649888065533	1.350247128090787	-0.29059098166427666
0	-1.735223972194817	-1.9122760913459784	-1.6139345356712302
0	-0.27904687288618285	-1.7136786117775273	-2.5633761273569142
1	0.8203256821725863	0.5390828995664074	3.2872717011107717
1	0.998118282193397	0.59125375147949	0.4058022554228595
1	-1.007360549559972	-0.7538386743444268	-1.5470675029936662
1	1.0991953287317364	0.969906319469122	2.0407183727688114
0	-0.5714470393277641	-1.4553691288915183	-2.147672165951949
0	-0.3486262046536865	-1.1247802810998755	-1.8746091743118816
0	-0.2789295390911091	-1.8067057574012495	-1.121937481627558
0	0.40783700737535	0.6393396664921072	2.055080186844666
0	-0.6861076294159769	-0.9828680511062047	-2.4837257800960764
1	0.31171870708876553	0.5786674285821272	-0.3505164180198894
1	-1.1229617226119148	-0.9670584583768831	-0.4573608295232423
1	0.46215976088885924	1.8308883572968353	-0.8903007373224374
1	-1.2045527744810576	-2.068760621647054	-3.1234516530987086
1	0.9172110938075367	1.9108405834433453	3.3639881030851377
1	1.139857824836912	0.03352284041611031	-0.8598598816181171
1	0.831759570356771	2.075309164556935	4.790235708044737
1	1.2328278996657513	1.3143290993830614	3.086482166898225
0	-0.40227811311826633	-0.7106466028120162	-0.8644368365350024
0	-0.9967671901125019	-1.1947103528878886	-1.6491720912491592
0	0.12012255588608178	-0.1739622255153288	-2.6158599716619158
0	0.4048382276690546	0.6705854404616971	0.7625959433417047
0	-1.4213714511953157	-1.482476671687459	-2.304017778685189
0	-1.2361481303461612	-1.4069840559275735	-2.845993143698454
0	-0.5699277840207282	-0.8280273722563358	-1.8311811444119817
1	0.8832279274132614	2.081745326652337	5.317468770057776
0	-1.15370693216196	-2.302825745439465	-0.6580948248039353
0	-0.8145253333279758	-1.4322374850309976	-0.8389801599993054
0	-1.0638977021491272	-0.7437309153905682	-2.159913989517701
0	-0.7305444610987499	-1.5734188093159334	-0.8689824890542572
1	0.8662084778952122	1.0746887041708246	2.347153812050454
0	0.5430226917413952	0.9046117769981572	1.9828505604551732
1	-0.013077857772215644	1.0893140686289768	0.6282473672220343
0	-1.1513209392235855	-0.6549626413271838	-2.2211322780025533
1	1.2212274047985023	2.397019671767471	2.153055877284519
0	0.03765884370879122	0.20281589829032387	-1.480750816318771
0	0.21932473051213874	0.9069537472698206	-2.126053052427121
1	0.7288280425637294	-0.12709579595672627	-2.306609465491615
1	1.5889955198668542	2.0162889936385238	2.1570027259566054
0	0.8466740048700476	1.353871789809882	1.5127045683359095
0	-1.6368962542096668	-2.0414711162157637	-1.8497941018876778
1	0.7657013304634699	0.8022645945995561	2.299955740687121
1	1.179037301618437	2.1665638624577825	5.457237785154636
1	1.3285823395157443	2.1213279248336407	3.465965012992431
0	-1.203923363657973	-1.8573833962690822	-1.804109000177643
1	1.335197011265624	2.795854975809803	4.113957254579919
1	0.6717694334803338	2.0956810320555617	0.5262216716430681
0	-1.6501252965095472	-1.9908623880876057	-1.721062453368315
1	1.00080476722372	0.4071789902408687	5.956697177952638
1	0.815644493845064	1.1048091033852143	2.8396428404987297
0	-1.07235469719345	-1.5351687942249173	-1.04319955008766
1	0.10535951502545421	0.49447082275551035	-0.8496824920139081
1	0.9248167628767459	2.623835117556932	3.1225312871091155
0	0.8214151393381464	0.02459387387207168	-1.617492219849037
0	-0.22001987359809652	-0.6978425238278911	-1.6390035317152074
0	-1.0802837786593977	-1.3991978441801083	-1.4273303773801478
0	-1.252336303071597	-2.0593357652440876	-0.42968945874326514
0	-1.1238016163833893	-1.8928450319972068	-1.5051240663122731
0	-0.7964880184557249	-1.2096327710272494	-0.9958125383487404
0	0.12337132559609301	-0.5253364546842774	-3.372153420342922
1	0.10807637208741044	1.138057230915958	0.266239216021223
0	-0.7572707110818994	-1.500534013084905	-3.119031316547588
0	-1.3435895247227627	-1.6121690572326284	-2.715704045640461
1	0.644414155610976	2.3078732196420217	3.124557120712005
0	-0.21852890233345548	0.319096053651468	-0.31155486168309543
1	0.4684996872084744	-0.00016766440895588097	-0.4092171291129423
0	-1.4781836372599089	-1.9294710774379606	-1.6292755818192253
1	0.5049213780326065	2.7734638033734127	2.1922777472527137
1	1.9544491775898896	2.045915432217827	4.151090524028479
1	-1.1076832938125414	-0.9593078564131521	-0.41530754799564895
1	1.3556089039764385	1.4383994179812525	3.574777236481186
0	-1.2692279621697637	-1.5679136311660653	-1.5533764280009554
1	1.3090513230465526	1.2676735052162724	3.2169657346601106
1	0.3550634445468746	-0.3741113122989266	-1.0472552194647553
1	1.3889107754504662	1.4676533924950428	3.8831744070644625
0	0.04512645959324378	0.06288809664494699	-2.3889254461404086
0	-0.29832775705587583	-0.6554682654244888	-1.1604825039485538
0	0.3182208748195649	0.4547244458500488	-0.8775850478931451
0	-0.13302606002121545	-1.2211708227137443	-1.6555514624281817
0	-0.09853305093330011	-1.0536208645124396	-2.8322027160545638
1	0.41244465174610695	1.9870256427088975	2.479007982598322
0	-0.08742710844111193	-0.6056055805140066	-2.5568180306641572
1	0.5266554587047788	1.0817607993937892	1.4690868987434096
0	-0.4232085782916467	-0.22945903717695848	-1.426429226272713
1	0.4610608711481868	-0.6232337708538254	-2.0045834338585244
0	-0.5763536806340868	-2.210801069547771	-1.2253747225200688
1	0.5324867598645053	0.8362684413518255	1.2533793492008949
0	-0.7129261638771232	-1.2162233665150268	-2.970132587490088
1	0.6980808172751283	0.48396510256459524	4.138782884889569
1	0.5605151860761501	1.6903899965432474	0.8118377920634112
1	0.9688945160730771	1.8580677749000418	3.5851348511113947
0	-1.3507625220352546	-2.002969011653869	-1.5312919304441797
1	1.2316081092778506	1.40138420577954	2.8443268373261965
1	-0.012147256143172948	0.1217930863881127	-1.2460583189751124
0	-0.4695065275035731	-0.46898813456144706	-2.4449021142539458
0	-0.3234477284795021	-0.3859107773283672	-0.5276145569657265
0	1.3937961401051067	1.3492203902527586	0.6609305265418366
0	-0.02119149915890265	-1.092290265122281	-2.249798207860291
0	-0.6888175335611765	-0.8956650476210994	-1.7601800095228943
1	0.11047799718988183	0.27982643667457796	-1.5145804003101906
1	0.3716314568906615	2.0244832071077044	1.970925449777756
1	1.0615047276059217	1.089058015800101	3.687428256275627
0	-1.3258279835988884	-1.0069194154168228	-1.5648673497273042
1	0.7917077677948707	1.6123799750737102	4.236270372926771
0	-1.2231429935036358	-0.7167291743246704	-1.660081269587433
1	-0.5102888794812689	-0.345298639060043	-1.6081943082588983
1	0.33566927555787424	0.22856451657815646	0.005891371175760662
1	0.11533783093342284	0.3088110748544268	-1.2331564608842702
1	0.9040101561702842	3.033408011278741	4.539120584284301
1	0.30473780425055985	0.16620456666491168	-0.7603875798993263
0	-1.4960160799973978	-1.7749983821368007	-1.385726475005878
1	0.7350996864235062	0.8467969310547339	-0.3149242970344479
0	-0.7085011654675148	-1.1367504556771337	-1.2160541365838318
0	-0.746048668780281	-1.219303118470931	-2.8795893617813526
0	-1.4617744358769367	-2.209421465799341	-1.8181920106788672
1	0.12845850273305823	-0.20780778660422006	-0.775746073904269
0	-0.3079350638403546	-0.8897773802300668	-2.1534743348615955
0	0.38121764109531187	1.9175217887769278	2.472354933872399
1	-0.3932288704914348	-0.42147563792911247	-1.8667524633679198
0	-1.2041849971342475	-1.2405729633041596	-2.769226960069414
1	0.21967117313464454	2.8300966967141212	5.80008310245989
0	-0.2814872101738823	-0.6298393332722985	-2.390971376514397
1	0.9661891597156299	1.0433750365605083	5.28856853966256
1	0.8819858024595463	2.5499957129189204	2.6141006295175053
1	1.031258441642179	0.9127499059572715	3.089428034251373
0	-1.8136666256830118	-1.9007799463473083	-1.6108921335678692
0	-0.4959845103114027	-1.3557753044583312	-3.244562998872663
0	-0.8291887671024787	-1.9765622892700165	-1.155199129454562
0	-0.4434666356021065	-2.0098906812983417	-0.7870965901175955
1	0.46224140623699944	0.928320719943988	2.3023480060153396
0	-0.26407222938788055	0.670705301167916	-3.354210463624579
0	-1.101035192369913	-1.5826507422373848	-3.019705183242902
0	-0.8135407433441586	-2.0467118024099484	-1.201116769399565
1	0.8835205626025638	0.88643044961492	4.125185469237859
0	-1.4040392894071205	-1.3455768339648906	-1.135976413933587
0	-1.3372069048708275	-2.1255690559469924	-0.8567888933070369
1	1.3241130971381487	1.1901233187870772	4.57437302497414
0	-0.8423277504039576	-2.3252494585119283	-1.457834806404701
0	-0.9755680312184294	-2.114614471766962	-2.279929465448401
0	-0.6986700886455379	-1.947437133645651	-0.6033602888126912
1	0.8987289162140684	1.5817199263092625	2.3876834500654134
0	-0.7587004848491289	-0.9831302321725899	-0.9091857838171895
1	0.3092512821420321	1.950927838043645	1.6297382409140975
0	-0.9979798301473626	-1.6312397287267306	-1.7763994926724498
0	-1.238319838223752	-0.43284827476982124	-1.1126986489054322
1	0.5329572138580438	1.7431351223766274	2.6320148611454535
0	-1.1985703493678586	-1.7139368928185912	-2.5149090748616736
0	0.015186586227885004	-1.471914688350352	-1.7279268738252573
1	0.7961836305379246	0.5068193020226068	3.3844600769565893
1	1.4904722733405023	1.9312212028683466	5.5349049543522035
1	1.1790364134978484	2.165855095999138	5.45353206546287
0	-0.3921309107307524	-1.2155392788496198	-2.346198192338374
0	-0.22518466952004065	-0.7933235748703142	-1.9962052468017324
1	0.6701260156542024	0.6499861822566853	-0.5517345123919488
0	-1.482394921058319	-1.5547747617348346	-1.8172959888251758
0	-0.4820482674735405	-1.6327854892338307	-1.2964031301801204
0	-0.024463447637095827	-0.8248464922508456	-1.1886455395709665
1	1.5436881919451817	1.6662425002553938	2.793914207370019
1	0.5885079395965166	2.2960171408152217	4.887066215559432
1	-0.983493054677671	-0.6284578977808348	-3.25671203963034
0	-1.3057723249273894	-1.536153723459287	-1.6298307310664162
0	-0.7797861258060594	-0.375755893947588	-1.4189734514535493
0	-0.5636273548778303	-1.0024606540043826	-2.3307843542444253
1	-0.6571415507953463	-1.236158537761659	-2.227822552917093
1	0.7076875654585907	1.2573860899577454	1.9219552721017161
1	1.458446902485017	1.537297111303572	4.8636535535518455
0	1.2632989030017465	2.5554346374095074	2.856158239754233
1	0.6988602324172752	1.5143862967219703	4.194207473982981
1	0.9040534531205621	1.1671518663547829	0.391440696983967
1	0.3443206348397338	1.510744927200675	5.287918792414178
0	1.3291713887642418	1.6984133761427997	1.5755491223112765
1	0.8537757839396879	1.6658639573862375	1.9337810395298798
1	0.8853658338258349	0.46187920070819444	0.21599589507753003
1	0.6473667843051791	1.0883532620860075	0.5265850763285977
0	-0.7884431824578018	-1.0848162224510987	-3.2459929017489593
1	0.7960341753939427	0.6835309540086854	2.4335425388973597
1	0.5457504623305736	0.8983179406798614	2.5564556548969897
0	-0.2875409502053239	-0.9133185247790909	-2.445448322825481
0	-0.4249355519978053	-0.5490394711680253	-1.8647440016089651
1	0.5941690349713882	0.03891351526129916	0.6194161865758583
0	-0.8875557824677921	-1.328822958711868	-1.2259576278953508
0	-0.6946385048808251	-0.8337153580275747	-1.558340804078579
1	1.0147568092169545	0.9189147369668909	0.9059830744611654
1	0.45645942308318915	1.3937630769032683	2.298083210362787
0	0.5268493569146487	1.9139358464830376	0.7741141036033705
1	1.374197082024629	2.346564451091867	4.026924374826475
1	1.5526354264472286	2.0420725850070927	5.324371600250526
1	0.6867603216188509	0.5859385817987703	0.7559540016970454
0	0.4592972524271162	1.0987724979638276	1.7961261385677114
0	-1.1253788310161048	-1.2201557899441078	-3.2667508171039366
0	-1.2852836763087443	-1.790946524595831	-2.804617846135404
0	-0.5093271486625566	-0.6111427204495945	-1.3647137925331767
1	1.0986540635973963	1.5421675128160064	3.2178245058549955
0	-0.8103670928419672	-1.4650988560584024	-1.8131926254284811
0	-1.4323944826680661	-1.4588852093424916	-1.3331198573373617
0	-0.12010344557467525	0.11377115184320608	-2.3980108957602617
1	0.5174418040913512	0.7631326606454463	5.72010226348193
0	0.08295642571175665	1.278904107362148	-1.3986575896425
1	0.9388140315726528	1.3067425530651595	4.221974837502049
0	-0.4714470231098922	-0.7084264030991732	-2.8638724147457815
0	-1.5566637194367496	-1.5790878629476046	-1.417503733036806
0	0.6269968643423891	0.17954196659277755	-1.4005877759606837
0	-0.23557906331284859	-0.38093119547412013	-3.5319203458980546
0	0.6270997266189419	0.5913583773067985	-1.577013121736076
0	-1.2753792667146617	-1.3648861899745033	-2.5772653204842264
1	0.6097794163345867	1.113243042900345	-0.7203116361321411
1	0.7643384141857161	-0.995223343395714	-1.4991882410948383
0	1.265728251458765	2.4772238836298914	2.6212699085976574
0	-0.6945967303083199	-1.2925347166606802	-2.462285086988647
1	0.33948420672604096	1.1215340781574408	1.5939022962622043
1	0.6435335083740905	0.8583369992243142	2.1237743654128174
1	1.1500075117321245	1.2765231613422026	3.6355278422923867
0	-1.1924829746081953	-2.122713731876999	-1.0151537227607539
1	0.4308722171446232	0.5158596027056024	0.825445574172168
0	-1.6265517826836455	-1.7110724070503214	-2.4008355262493346
0	-1.2108620806942012	-1.8451528655259228	-2.636375826868271
1	1.3396879098240801	1.7676883842508164	4.123083801333795
1	0.332284360806102	0.8722073883171022	0.5931782101156708
