result	domi	recess	omit
0	-3.0603384093196304	-4.977402551218864	-2.6756086970088435
1	4.525948052008595	6.109786936949227	4.2327729114296515
1	4.067469958844273	6.169124754305994	3.87560499072697
0	-1.918266522161111	-0.2594660423076318	-0.7916319983555483
0	-4.263307882036469	-5.7653224955084585	-3.7644308393168395
1	-0.6968522301469459	0.2934995328023906	0.12243197691575611
0	-0.9002764170804353	-0.5541044962742043	0.5163132728644789
1	4.663479445129379	5.831266760903171	4.603839736967454
1	3.06165205860663	4.830854941658453	3.913610233972899
1	3.9296175669473485	6.478279121230666	4.437101164577557
1	1.6314669312101129	0.3244583523151782	0.9031364866601547
1	3.7483090347476318	6.506956376285832	4.718852264260391
0	-2.613853096390022	-5.526301416266719	-3.0193101662718345
1	1.9579456746492463	4.990313349276775	2.4477821435721254
1	-0.8283737873083793	-2.947380560132754	-0.04700956581120439
1	2.7775673714641353	5.124437170823235	2.9830792410111826
0	-3.776831868626833	-3.520509948452951	-2.2062857402442155
1	2.793265549381604	4.591948113637593	3.2664514816449284
0	-0.04276818440903689	4.1250941727480805	0.9693192513975316
1	1.9222219507664262	1.5721126100419938	0.9983006432350697
0	-4.314011425314094	-5.83208868333952	-3.5008206401937567
0	-0.7333749959144642	-0.22438268719992402	-0.4061366225304586
0	-2.835778630602076	-3.6904355704581757	-1.9058003732319382
0	-4.403253578569416	-4.0287709472510915	-3.607055059587961
0	0.3091394259329593	3.185464474065699	1.3829766059803774
1	1.2671712534073845	0.945546377280646	0.47635856455163644
0	-3.068995636657384	-2.866036925705293	-2.0462933484965817
1	1.9649147224457948	3.4049143828577204	1.1845452627568527
0	-3.025075588361274	-3.81787810019008	-2.8272132380312667
1	3.6544604039972763	5.800758632659782	3.6547481294351356
0	-1.4090987315604588	-1.127093200620466	-1.871057260507418
1	3.342747144826152	5.351470293665829	3.864077888647502
1	4.158750038150604	5.68690127097924	4.365128200281008
0	-0.9820226850632775	1.3291730387390748	0.7469898610112998
1	4.152660913619738	6.284592013910306	4.3377893222046415
1	-1.8060502543513628	-3.781833543791313	-0.9937975018570908
1	2.0248727294767033	0.21969843363215827	-0.01905808787331142
0	-1.8529940857959561	-4.278358498633881	-2.407934639395441
1	3.707034608822876	6.01171240344874	2.956917227467052
1	1.447309852387012	2.9194792425838703	2.3860016712533456
0	1.6721904592775994	2.884644172738754	1.5739060410955679
1	3.3113784613113384	4.794881689367747	4.555383484158754
1	3.8243973553437485	6.343568009423222	4.498420420885767
1	0.651112349348243	-2.0541243644572735	-0.18264918491457952
1	1.8710859848104204	2.8647564289000806	1.4299572228719597
1	0.6385448602965333	2.55605607052409	0.3352742760518449
0	-1.078697973519298	-3.7609746603778014	-2.5602483525316035
0	-3.580748832841093	-3.460457276487468	-2.6085551363175616
0	-1.9286698684088104	-2.0770414044977494	-1.9140750020676607
0	-4.110424834116526	-6.0491117094285025	-2.3631422374022866
0	-1.6952152478013094	-2.312295129728888	-0.5671210117124846
0	-2.83465174274334	-4.833633223530914	-2.18646116167589
1	1.7309616942846489	3.6145999943653644	1.026800947140231
0	-3.160234926451142	-3.062187894108545	-2.727262492571426
1	2.158296134338172	3.5159032824867933	1.5844219657615637
0	-3.060260684381017	-4.265267091797391	-2.9031130398869376
1	-0.8817778691395715	0.9547072238448764	0.6065032796111604
0	-1.2848535234732805	-6.167287387813231	-3.701943053927416
1	3.042298185076666	5.818457741770639	3.5940726500424933
0	-2.9740366422625097	-5.251205095352765	-3.098553864770384
1	2.4989393250453	6.72996490101138	2.2188120926804813
0	-3.7293483781280568	-2.861774659959421	-1.1742239043627913
0	-3.084212173689594	-0.0867809915322151	-1.2255724182314773
0	-3.452649984496045	-1.4384547804858978	-2.1182644512739244
0	-4.182890183049434	-6.59260770972299	-3.4578394543774555
1	1.2192536385348456	2.515152700652912	1.4534315771243054
0	-3.416039340266459	-6.1798185942064405	-2.5174399973325623
1	1.1795310004490664	5.112151815406201	2.2693832159957927
0	-3.360583016969854	-0.8590814705245882	-2.0032906240346446
0	2.1533916945005656	4.633105985572465	2.508845116853374
0	2.539166688382772	1.1465995732129848	1.9829582154161163
0	-3.7870888241876783	-5.068756262203242	-3.5859490306833988
1	3.8380890550904954	6.416761054785006	4.823361150197967
0	-1.5146400264284618	-3.783889015977213	-0.8773046737286944
0	-3.8441014987452338	-5.382700798901529	-3.879621386276877
1	3.3725452311904647	7.042062537643826	4.626042955349373
1	4.127849166875634	5.322950390552515	2.772150811950309
0	-2.500651812781709	-5.061709991683916	-2.754999781524282
1	1.6374223476197092	2.342028794233119	2.8655449784939058
1	3.131330840598805	6.23326289513503	4.356728983571473
1	3.3377168541608855	5.89558201913725	3.5514402918850645
0	-2.523461508397977	-2.9460198975715164	-2.3576458087809384
1	0.48577882641068587	0.5228088926669401	0.17668540343900382
0	-3.944320212798162	-6.437488322284466	-3.9347622763281898
0	-1.6353960409063213	-5.479527909307358	-3.4967736912711387
1	2.9281929146279304	5.506642735354368	3.285822229702074
0	-1.2559761487583683	-1.734066644923705	-1.36949340825059
0	-3.47399156084355	-5.344738444626299	-3.301964670478578
0	-1.3633560063111287	-5.578113519423101	-4.1295796083041925
0	-1.4881953542216935	-2.057060410467004	-0.4157852827216109
1	3.2150812674589444	3.4994536571237562	2.46683058934999
