result	boosting	opposite_model	omit_model
0	-3.5928590652950034	-1.9133101286937002	-1.158835990723413
1	1.7730420277790577	1.5823591944135034	3.035039668912096
1	3.3379189605663293	0.8773122705786478	3.0929767690898378
1	3.760093829089086	1.1060991565439882	3.500867951981058
1	1.800001102087556	0.17946653597211845	1.4373812233600811
1	3.282530977046453	1.2667533703272618	3.054595860003632
1	3.8955322465817046	1.7898748039867625	3.389246091981756
1	2.643987288070522	0.9749549815676305	3.0604957311700405
1	-1.2218883378293581	-0.4690863941727798	-1.9194914173735889
1	-1.6012613853381448	-1.6557652460768773	-1.6598680717136525
0	1.5656962991565446	1.3539949532463493	1.246082376666471
1	3.414568813381308	1.644014982441869	4.045503955695332
1	3.979942132946608	1.620256502790269	3.669461974649936
0	3.4824316522917176	1.6469138342836733	3.409606206057724
1	4.025773597695757	1.644014982441869	3.2543156611502475
1	3.979942132946608	1.7728152501455248	3.478915886125966
1	3.626383656892468	-0.4823981621584165	0.5748130053797494
1	3.508520078711618	-0.9790302836192142	0.8136757904655301
0	-3.6491151751101096	-1.8783634888824536	-3.289630353587197
0	-4.054223478447701	-1.8783634888824536	-3.4793522477884644
1	-3.1679994851629187	-0.8186266059466165	-2.6454292059030022
1	-1.7603574889453553	-1.025176306732291	-2.002770797587874
1	-4.276125692949768	-1.8783634888824536	-2.5652209684401512
0	-3.73148141622891	-1.87587502435229	-3.077261104228755
1	1.3741512871874861	-1.3809446553411964	-0.2028641139970145
0	-3.184890738380477	-1.8513786990568928	-2.978241946177033
0	-4.40051893227725	-1.8783634888824536	-2.4019622813867603
0	-3.2101511176214763	-1.8783634888824536	-3.681001618712789
0	-4.135035881202263	-1.8783634888824536	-3.6804617402483073
0	-3.9596269329870903	-1.8783634888824536	-3.7097124597977267
1	-1.914160421683089	-0.6894486625161368	-2.5503513854757727
1	-4.064336611254076	-1.8783634888824536	-3.3474071220770303
0	-0.26841292413273976	-1.5763128399053457	-0.2745283300417284
0	-1.03070646995337	-1.8677035015551555	-1.7202599213142953
1	1.5751534077137177	-1.1967862720626878	-0.07247681224684065
0	-2.5652804633059665	-1.6505785737795382	-1.8519366643847366
1	4.344377221531902	1.7466640901672603	3.0440686841532543
1	-1.6094013141478258	-1.891809283528751	-1.5542462068499672
0	3.204877303865348	1.453460261537743	2.224700553794299
1	3.240424425127957	-0.2632420697962389	-0.016551913539669946
1	2.3832312313496997	-0.40118795409791014	-0.06119894384170232
1	4.089949175919143	1.61298234871792	1.8544627859354217
1	4.294127158979018	-0.351991313724211	3.8381877581308474
1	3.991870139371037	0.3703007409195044	2.9571762348509156
1	4.474617084050698	1.7997086125129547	2.701344255101576
1	4.570331019880356	1.2790508097839108	3.0497081051570794
1	4.344377221531902	1.6005442689406584	3.898837652662071
1	4.344377221531902	1.6352199823467317	4.0172131052116145
1	2.865234302324168	1.5580200490029699	3.3860027084865583
1	2.253016397191067	1.367964882572944	2.558087361535202
1	-1.8589543921401885	-1.891809283528751	-1.0799914199942418
1	1.8174596688792624	1.139754515770066	2.211969000075933
1	4.2670356165293075	1.7546161616579619	3.2155149708578614
1	4.474617084050698	1.694684692048023	3.918406326731432
1	-2.249980630988612	-0.906386631701436	-0.40230662991512933
1	2.802985578140041	1.1407918131889643	2.000115598718905
1	-2.540433519811924	-1.501217682748858	-1.5181670478133997
1	0.9644127967250244	1.6007280033531244	2.807565001219664
1	1.9147077903907175	1.3922742653239681	2.7786267394371595
1	3.7327191974723863	1.4826752489518837	3.0983088686937643
1	2.316698485410761	0.9000081538557381	2.923285503307732
1	2.0555783196736632	1.4750510041588398	2.347535781812551
1	2.692205950630933	1.2943894160771738	2.9788008875740175
1	3.2886541886964196	1.4730871464080422	3.669857247012402
1	0.9941582631264332	1.6675749341422192	2.951422870487971
0	-0.5365749003816419	-1.3663113279051156	-0.9497913031378156
1	3.140089395763771	0.596080313487229	2.9175770737229203
1	2.3790984300345634	1.7576429084571372	3.8634482710416416
1	4.065413577053332	1.7457472979191264	3.725796100173754
1	4.452323584098523	1.6549322161963422	3.8137617484034467
1	1.9139776642396715	0.6084038791988563	1.8678805428269722
1	3.988129638989001	1.427173094172088	2.8053638053223198
1	3.5535540014163525	0.9106810527137182	2.494404278078057
1	3.6523129827633447	0.9620702306693659	2.941567065621469
1	2.523173833137843	1.0766872970448884	3.0072812406211193
1	3.857889776470204	1.5994300614165464	3.373083190118318
0	-3.1657852413087717	-1.8783634888824536	-1.1441418640338104
0	-1.531232570948732	-1.5763128399053457	0.3089901730788065
0	-3.645758603262604	-1.8783634888824536	-3.4076015946540164
0	-4.007816852131883	-1.3541196726610656	-3.464739499970329
0	-2.740790878411404	0.49865251688873435	-0.599427735662167
0	-3.251976181637202	-1.8296931034639954	-3.405073746329498
0	-4.0498956538653275	-1.083773953340543	-2.7079293277252727
0	-4.295300787319124	-1.6799203310178805	-3.0021454056015417
0	-4.40051893227725	-1.8783634888824536	-3.6073176207862794
0	-2.1637962553939993	-1.8783634888824536	-3.405818826509551
0	-2.907650515520285	-1.8783634888824536	-2.972665686633089
0	-3.21779603857098	-1.8783634888824536	-1.7384612699598394
0	-3.7923465586048195	-1.8783634888824536	-3.192080872700964
0	-3.941803103267562	-1.929566635075643	-3.235758959280434
0	-4.058623550894388	-1.8783634888824536	-3.406975937627619
0	-3.7923465586048195	-1.8783634888824536	-2.8206681988782076
0	-3.847389350531434	-1.8783634888824536	-3.5630550672742327
0	0.23835688120626253	-1.8783634888824536	-1.3703803940024262
0	-4.374277657248528	-1.8783634888824536	-3.3350029321293295
0	-1.5449285692050871	-1.3250173267824463	-1.4967852960638186
0	-3.8736306255601556	-1.8783634888824536	-3.00989957745814
0	-1.1742147588693	-1.5298818020452754	-0.7797862083769389
0	-4.181936406627797	-1.5081343178455215	-3.8837834517977594
0	2.9800384947926806	1.0031923378760408	1.9991901811845265
0	-4.074733640188903	-1.8783634888824536	-2.884652182415819
0	-2.0757646580566407	-1.0721561144598475	-2.566117640424568
0	-4.381877220734146	-1.8783634888824536	-3.699669843788733
0	-3.790053996238073	-1.8783634888824536	-3.909629783621643
0	-4.3241066019693735	-1.8881588467841066	-3.52549799795054
0	-3.3912582594761687	-1.8783634888824536	-3.7448680762575335
0	-3.4375089764019435	-1.8783634888824536	-1.8290419430195666
0	-4.40051893227725	-1.8783634888824536	-3.658230466678664
0	-3.833569850463254	0.007290177253306647	-2.5709429813443303
0	-3.9319344193038503	-1.8783634888824536	-3.3460052095190904
0	-4.39888366735044	-1.8783634888824536	-3.8103111087232775
0	-1.8227033458746962	-1.5475720878560149	-1.140880798083343
0	-3.82999759934439	-0.6323279403906901	-2.2783909577727885
0	0.49490352674394933	-1.5763128399053457	-2.4971676953075024
0	-2.0980638463060193	-1.8783634888824536	-2.3266101120869247
0	-3.9985997322307063	-1.8783634888824536	-3.5821737090501045
0	-4.447419457702784	-1.546464268485257	-4.3609923097089265
0	-2.330669908150464	-1.578656594689727	-3.4247993182500767
0	-4.374277657248528	-1.8783634888824536	-3.6440813318314027
