result	logistic	svm	boosting
0	0.2634448221471224	-0.19988435177399536	-1.316336306302399
0	0.3318398351488302	-0.1376867016867786	-1.5908623282765637
0	0.022376871625466473	-0.12933770142989712	-3.1619597016011265
0	0.28670976335919346	-0.12938460512605304	-2.1883354173879335
0	0.07107810473513301	-0.13364504080048523	-3.655025564547406
0	0.05008231586786234	-0.13186857722174328	-3.3081124696278286
0	0.15335028539172038	-0.12915472743931905	-1.7060450179024902
0	0.013012577631098868	-0.12931011388790176	-3.802449798582975
0	0.18067765968387453	-0.1337788483016679	-1.4368096759735132
1	0.3571774485407177	-0.11453430988976046	0.12052622581000903
1	0.6034959664142946	-0.13047154029684385	0.6601764192441167
0	0.29077616901597736	-0.12941404800746803	-2.1785559708623343
0	0.2517586276044817	-0.13001789441306508	-0.7748468998178548
0	0.2911305801389683	-0.13063847973020484	-2.080344868652561
0	0.016966735853037023	-0.1291598547444589	-4.248457514001711
0	0.11564642448525785	-0.1486480612536522	-2.7590632710143317
0	0.20883438761752432	-0.1325258561606271	-2.9783795734288336
0	0.059649743069101195	-0.19314927980776284	-3.525652832524474
0	0.11930371048711921	-0.1411004984343341	-2.971981317837811
0	0.2437128148246781	-0.13233743679377516	-1.3701277709178834
0	0.03622273786787626	-0.12970841321173543	-3.607805948599361
0	0.9289943658179176	-0.1287600982378202	2.332678655813549
0	0.017759727690088902	-0.1350938953773565	-4.090010197656507
0	0.6179807109044532	-0.12919635248410685	-0.6748433227601978
0	0.07266066547678798	-0.12915974090278876	-2.956399275152672
0	0.15004191936315578	-0.13601428337445498	-2.345866064686523
0	0.013639548865130448	-0.1291577010323578	-3.9112956556848513
0	0.3259857955730693	-0.12929362093026858	-1.844873366333138
0	0.013463153109561447	-0.12919169521832177	-4.370405898067293
0	0.03333672888589651	-0.1586731042870596	-3.39365808636694
0	0.7088597838505828	-0.1278738657092164	0.9144758105153844
0	0.03092316034238262	-0.13136411148563035	-3.7648812802931846
0	0.02777949671047178	-0.1295667582121831	-3.964339962029177
0	0.05824086798310745	-0.12916627178418577	-3.033388941686753
0	0.06278966093666528	-0.1309143329257806	-2.6854705059767143
0	0.054763274107367595	-0.13177778805745352	-3.1095444062927715
1	0.7971488916276873	-0.1291414030490972	1.4826172813587617
0	0.08756729337432446	-0.13247104146468233	-2.882758262727379
1	0.8663758457776057	-0.10802989138994762	1.561086186935775
1	0.8881129451706751	-0.12915369043121253	2.183436926427105
0	0.6763003118742532	-0.12126682623781083	0.8130235911443647
0	0.04455970188249424	-0.1439157290782223	-3.6103031114811905
0	0.2338326802386527	-0.13002609904369347	-1.6185545665481889
1	0.8991374984924069	0.010674833435863451	2.352542993621783
0	0.0252234807651484	-0.13369914509222702	-3.9332462261600973
0	0.02592774132812952	-0.13594582010373543	-4.014256739405329
0	0.08690875388884478	-0.12915472743931924	-3.2898642332190846
0	0.053233857889380995	-0.19970912450062278	-3.612779532532026
0	0.047613162290139927	-0.13584490372791586	-3.5944425367574695
0	0.10306131481216692	-0.12958130226073553	-3.7034714260566166
0	0.029328881248645484	-0.13439836866239807	-4.072943463332799
0	0.06861387784681537	-0.1315087604673429	-3.365347215588447
0	0.06505195128731178	-0.20122482898435362	-3.4711073855112162
1	0.8668461950871046	-0.11654754616422085	1.827462218063117
0	0.046474816565636186	-0.13427532814002932	-2.8372217897950374
0	0.081200038077893	-0.3924853130322977	-3.6012479001275968
0	0.09960757296810599	-0.13085146800678615	-3.4914789939578217
0	0.1632414286191821	-0.12953639550756996	-3.00105766242045
0	0.26637158515838844	-0.12953294618269673	-2.087642428914421
0	0.06988311100974941	-0.21605934087521922	-2.806831454415941
0	0.14305212123344965	-0.13052188548579757	-3.508667314168255
0	0.19081251318364537	-0.13739357176327383	-2.8072953414486372
0	0.08380338389802652	-0.21951793327152486	-3.46126631433696
0	0.029827661495119197	-0.1301487865207746	-3.9378063181858356
0	0.028858621375273227	-0.1302416972501704	-3.7949472959917667
0	0.024644756737060736	-0.22193080635105583	-3.871335146382835
