result	logistic	svm	boosting
0	0.040394026601597785	-1.0305541821440882	-2.0910305055030927
1	0.9921327140484366	1.3292964490667525	4.570788643894438
0	0.02882478297304075	-1.0688980915715767	-3.6362854700178584
1	0.820519671874031	1.6542555861269648	2.8317410903686686
0	0.11752791787687224	-0.9873108491510972	-1.6228882069768316
1	0.9890515494131656	1.4435598010903399	4.1878366985468665
0	0.07007504681997084	-1.0797610580359605	-3.500576379839025
0	0.02421689552044492	-1.2730241865761354	-3.285049352218432
0	0.06954828878976917	-0.9790707900004891	-2.672579065082481
1	0.9937105595683001	1.1065976979326744	4.661353156782194
1	0.8174653612891529	0.8515276353411486	2.3272608312831315
1	0.955949847246539	1.0416933232989545	3.079781527702408
1	0.8277409908925427	1.047150488303974	1.6298982073052921
0	0.0357942991968979	-1.0548426635106751	-3.555843600144963
0	0.11546189052383142	-0.6376079926546598	-2.039122010254136
0	0.3043754657789027	-1.5202625256038202	-1.3807850695001191
1	0.6782426499126437	0.27667611489955435	0.6551100405217671
1	0.9744606415058679	1.0816884572592935	3.469591949773759
0	0.371012953470544	-0.17791119267325844	-1.034668406988221
1	0.9938552328051882	1.1905029168414567	4.557667306934452
1	0.7935533469190587	0.8785075634812678	1.6336569794079316
0	0.7528525128310323	-0.7436774527427165	-0.8418885677291293
1	0.2602270288755918	-0.7864452292251726	-1.5020582156806246
1	0.7827794357328646	1.161196758478609	0.7764105067767594
1	0.9893497630705921	0.8970848620907053	3.9207422564652026
1	0.04363565569932411	-1.3314966359678069	-3.418379129971563
1	0.9642038398284807	0.963046946021712	2.1763856295754254
0	0.02821216014993404	-1.1925478515129502	-3.76260592270792
0	0.16032322918047698	-1.0603764700955942	-1.8792318180138776
0	0.04598512604776276	-0.9955959060920093	-2.2497377810262704
0	0.3151811001882008	-0.621705863583134	-0.08316992454076416
1	0.4151456467770966	-0.267211107050335	0.3453158637730066
0	0.09877734660265249	-1.1189571035586108	-2.103250000717227
0	0.07922697264662056	-1.603729498627522	-2.5397764448235276
1	0.9817513172037897	1.273006097280326	3.924992789258328
0	0.14513570812767515	-1.5914078951953188	-1.3587107911528453
0	0.9623751712792833	1.0290075229276523	3.2124822175067203
1	0.985990627019478	1.366210479069187	4.203501148566249
0	0.08819227710580106	-1.0538690316219774	-2.185623570044978
1	0.9404760467073284	1.4475244819190238	3.432914024702562
0	0.18627201479126718	-0.2888307224221486	-1.2703976928628595
0	0.3261740013912511	-0.2056327703414738	-1.3570467327932092
0	0.16106022143482934	-1.3322914399363288	-2.5675010701385053
0	0.09058723297968936	-1.0187536658649128	-3.376136719258163
1	0.9552932386766123	1.3962332179709174	3.3620784833306576
0	0.07407598878836325	-1.1401823316918205	-3.96930216199177
0	0.07179945640499624	-1.9214098339807397	-3.937170778202086
1	0.9776488345049127	1.2624187499513406	4.408707038100245
0	0.03939413329734594	-1.213002723246399	-2.9251414102925093
0	0.03307276037149704	-1.0933594865119969	-3.340619408939105
1	0.9985396860465132	1.335701935593768	5.25865142732733
1	0.9803198728562874	0.7512440705274694	3.640135573056377
