result	logistic	svm	boosting	opposite_model	omit_model
0	0.05680521151060566	-1.2409752153734335	-0.896808467901712	-3.3481421176161077	-1.3767543244783447
0	0.015026545480154077	-2.305266348165903	-4.082786553479689	-5.421150029388631	-3.002902972385618
1	0.945310130767602	1.5465263725808693	2.6565768204880147	2.9798336596433104	3.223028351284381
1	0.8892327819408796	0.8710570348388669	0.7347987742192804	4.903363007944458	2.602513797000411
1	0.9340111592954785	1.7026984492894264	2.8758634182692875	2.7302640263796416	2.3696286456671896
1	0.8603121182556192	1.1300931587442182	2.319707849627406	0.001960934803665401	2.285095437230069
0	0.021716768529064547	-2.30326474250401	-3.271392140035002	-5.7876016205157494	-3.2193987008247897
1	0.7186371292583893	0.798919591623922	1.997569502790763	3.572917815367553	1.89063603180801
1	0.9843770455495606	1.9234188459074013	3.7446845116055067	5.9311952092641045	4.1322753500471165
1	0.25560437370648165	-0.48080396961107885	0.024207996732656306	1.5615225567359263	0.9950266496913821
1	0.9602664149134669	1.060435803736103	3.709160870516869	6.328264312356322	3.96875992742944
0	0.05862694659818962	-1.422398131377336	-1.6858997395976605	-3.157042803098306	-2.778067960527397
0	0.052938999072511525	-1.2946544303227938	-4.002845595755201	-5.9548670473906435	-3.1506968882239947
0	0.028889078133797933	-2.0587955217179146	-4.253546501366168	-5.7783137802965285	-4.147809137587389
0	0.035581862348401626	-1.941308900548159	-2.9855864222927186	-5.621703059987533	-3.008151922859737
0	0.03204708493871236	-1.3373492705634127	-2.618598166694759	-4.574847635231865	-2.2696609120118896
1	0.9972746973799919	2.1552939188868487	4.583499192472365	5.121217070471509	4.462257026108532
0	0.27413611310243424	-1.0092008846277674	-2.1054137641825132	0.23063053318482862	-0.02399064570098705
1	0.9800148754946607	2.6408593919999537	3.8809070519185753	3.9969011199255293	3.733475165038898
1	0.8402356323128974	0.9667317925156165	2.321089900628474	4.27484734844146	2.826763205758125
0	0.03942287630607416	-1.2904123805390317	-2.825423833364616	-2.310276384739043	-2.158414380172873
1	0.8791715872731908	1.402712626187256	2.458988865073764	4.034709044982695	2.133462216892665
0	0.05399085559253005	-1.3181272781957234	-3.239492595681309	-2.601372620423811	-2.9592558025039803
0	0.3761315193452709	-0.3704215893822598	-1.6669239227714394	0.6015947760002169	-1.3035911028120803
1	0.9079211488708653	1.6321856068420675	2.8995802792451904	6.1723709891318315	3.0046192225119968
1	0.6847485310168697	0.6472871250825021	2.519729531603509	-0.1534526460965842	0.8262208892265731
1	0.7653522188513562	1.4784963141103034	3.952748780885651	3.5665279768193767	2.6044246838806164
1	0.9893539251020963	2.2092008161973795	3.597470137112084	2.4212365412220986	4.287681647161013
0	0.12436677750262796	-1.4862311171667297	-3.0814234066188426	-4.5062775149652525	-2.284342257736548
1	0.3630244194248775	-0.7952017837707341	-1.7326350709593132	-2.289187041352887	-0.770153119161063
0	0.08574179173383203	-1.3483233816094127	-2.5546471597597047	-2.8755933633834294	-2.5743643307196504
0	0.014864969666904997	-2.1665708140781876	-3.4112881411334803	-5.8075790393040245	-3.040163271931127
0	0.04769154965436568	-2.056017927382109	-3.197034374109057	-4.5305226628792825	-3.4786611038823683
0	0.08864121631674227	-1.4778885043088392	-2.4912626767569432	-3.8457166125223456	-2.353656988164203
0	0.5960607742315027	0.3153388563522146	0.16988430910201135	-2.953009075679997	0.016584784503386716
0	0.06567323617758905	-1.5340326745858501	-2.626904282977874	-2.425962906746937	-2.487692410348836
1	0.4523387692495876	-1.0954940886242652	0.3981217981320938	-1.34654096330135	-0.11250922099151867
1	0.027567175698719	-1.787975418254724	-3.2048015144117312	-4.591931217727483	-2.4126863242191443
1	0.9825749653962919	1.145917760997699	4.127733315169984	5.410038624747098	4.606761296553971
0	0.7868858540724312	0.8975818315196222	1.868210808164209	1.4188659111332316	1.309431704573357
0	0.12445509436901676	-1.5103099175364538	-2.4235791022509545	-4.4313222712463824	-2.0938992936662095
0	0.06816373669386222	-1.1534577109894815	-3.9451531115102214	-6.000525151351212	-2.9577064034354965
1	0.7895463635834798	1.22967281844749	2.3713806534761517	0.06192316140917596	1.763933608948364
1	0.7834166879178204	0.9200926446809681	2.6381417007971537	2.5606044973341513	2.7658636744577416
1	0.16639258083930017	-1.5053093836556393	-2.2831871605695984	-2.6052819194125374	-0.7712907471582903
1	0.7841277508081141	1.172568510442039	3.4018551715121377	4.945886593133995	2.515582536327897
0	0.07625878215700495	-1.338439202264031	-3.745095007180627	-5.801442032045955	-4.428764186778521
0	0.12558406539598085	-1.492956697214784	-2.470648463201231	0.0722128197316157	-0.6181373490290695
0	0.010674655954045636	-1.708901649392526	-3.9954767463624057	-3.058187366409416	-2.1680062589873836
0	0.5641765794307019	-0.19251224618626916	1.2538117573213243	3.6906590787193796	1.8881369819324736
0	0.3765845846847807	-0.6724627654471163	-1.659409928618715	-0.5676167099348024	-0.5211439152738669
1	0.44002379754607707	0.29266315496621464	1.226874692591351	2.4290220078117972	1.0516722959047098
1	0.21145099957267496	-0.6956363205466256	-0.06623984008090657	-3.376146632092052	-0.87625513215945
1	0.7296250307440074	0.87185282581442	2.6379678960189623	0.027203330661923923	0.4699188419238339
1	0.042960220991530414	-2.3921015618417463	-3.4182109613732305	-4.574261182949458	-3.625861079164001
