result	logistic	svm	boosting	opposite_model	omit_model
0	0.026362615390742136	-1.3959605888704214	-4.584551133251884	-3.0603384093196304	-2.6756086970088435
1	0.9698246734401736	1.9276433759914922	6.146622147425264	4.525948052008595	4.2327729114296515
1	0.9890360073407318	2.5313844101946934	6.277986345713607	4.067469958844273	3.87560499072697
0	0.6961876196098147	-0.2728379356310766	-0.7480933886964938	-1.918266522161111	-0.7916319983555483
0	0.0070918653215004575	-1.5912655168148007	-5.881636426380236	-4.263307882036469	-3.7644308393168395
1	0.32175740254646035	-0.10367781569942314	-0.29059529685303537	-0.7486673595540457	0.12243197691575611
0	0.7225502767483131	0.30664480466974386	0.5138992661413904	-0.9002764170804353	0.5163132728644789
1	0.9823759185769853	2.6068983785020734	6.100068992328333	4.663479445129379	4.603839736967454
1	0.9713026820490401	1.8403325075135002	4.850451312730272	3.06165205860663	3.913610233972899
1	0.9869445826677095	2.4931169303478855	6.23067881175925	3.9296175669473485	4.437101164577557
1	0.5958308083891227	0.7034752118897114	0.8769145021705875	1.6314669312101129	0.9031364866601547
1	0.9905839481089073	2.509398417541987	6.667293529062852	3.7483090347476318	4.718852264260391
0	0.08207030556537374	-1.472111828874648	-5.0133260711293826	-2.613853096390022	-3.0193101662718345
1	0.977281089848493	1.9601276748062237	5.519532824040102	1.9579456746492463	2.4477821435721254
1	0.3029163936730229	-0.4565802653414841	-3.296913731660912	-0.8283737873083793	-0.04700956581120439
1	0.9495220856686702	1.9984925794866892	5.79911528436798	2.7775673714641353	2.9830792410111826
0	0.11316849953529388	-1.4186496312229884	-3.4609237288856316	-3.776831868626833	-2.2062857402442155
1	0.9413698296462946	1.4761827370055387	4.560431084936438	2.793265549381604	3.2664514816449284
0	0.6705476152214886	0.12498881312099974	2.481214616546091	-0.04276818440903689	0.9693192513975316
1	0.5615323372857525	0.19386557559221573	2.3263758180283443	1.9222219507664262	0.9983006432350697
0	0.013839544893661857	-1.2871305815681482	-6.181001697606333	-4.314011425314094	-3.5008206401937567
0	0.5819258409303366	0.07535264696150912	0.16757001134875812	-0.7333749959144642	-0.4061366225304586
0	0.13798439202859558	-1.7353621539304704	-3.718310323861596	-2.835778630602076	-1.9058003732319382
0	0.00673353824315197	-1.3668795013464057	-4.4637262842582075	-4.403253578569416	-3.607055059587961
0	0.8805856585580628	1.0295697340075924	3.3743055941609095	0.3091394259329593	1.3829766059803774
1	0.5967516950040851	0.3347725304686149	0.8717381160630585	1.2671712534073845	0.47635856455163644
0	0.24073969743748228	-0.29568233495725615	-1.8155033793103117	-3.1937252124070774	-2.0462933484965817
1	0.8682638329968831	1.879014203601962	5.008218829352181	1.9340459631741116	1.1845452627568527
0	0.10225293583537089	-1.5690077409489027	-5.116910907881766	-3.025075588361274	-2.8272132380312667
1	0.9655752810269276	2.2707844095591865	5.516285380265599	3.6544604039972763	3.6547481294351356
0	0.15416393249752297	-1.1269238858098363	-1.3707409149311418	-1.4090987315604588	-1.871057260507418
1	0.9853637127066582	2.749289236246966	5.799311894196915	3.342747144826152	3.864077888647502
1	0.9705574753819088	2.144420450699822	5.807906367622292	4.158750038150604	4.365128200281008
0	0.7301954561495476	0.7249631668543931	0.4688573877947586	-0.9820226850632775	0.7469898610112998
1	0.9915015792780351	2.3943601667456327	6.535560945738503	4.152660913619738	4.3377893222046415
1	0.4257663763066292	-0.7244174575915299	-3.530856648442643	-1.8060502543513628	-0.9937975018570908
1	0.13730638541779558	-0.4402765796809214	-0.02726363848485273	2.30515975411081	-0.01905808787331142
0	0.03592274990464125	-1.1280015250876883	-4.7243421555707705	-1.8529940857959561	-2.407934639395441
1	0.9806052963331939	1.8324006352942734	6.157294543386195	3.707034608822876	2.956917227467052
1	0.8346760139819965	1.1339430079496164	3.4310419266656735	1.447309852387012	2.3860016712533456
0	0.861009751683646	1.4879436919919733	3.15960795013797	1.6721904592775994	1.5739060410955679
1	0.9371469250214973	1.4599019556751507	4.922866712146722	3.3113784613113384	4.555383484158754
1	0.9907898013089865	2.6365454369086283	6.200088887061477	3.8243973553437485	4.498420420885767
1	0.5300035043912033	0.12511296465146704	-2.4044973271380745	0.651112349348243	-0.18264918491457952
1	0.874693264338099	1.3607183200383264	3.278965191908948	1.8710859848104204	1.4299572228719597
1	0.8982224436388342	1.4492100725873387	2.797185094713563	0.6385448602965333	0.3352742760518449
0	0.06639167155082859	-1.5168568010497863	-4.643489218717531	-1.078697973519298	-2.5602483525316035
0	0.14631573187912197	-1.3500365471510118	-3.5132871878692984	-3.4092501133494078	-2.6085551363175616
0	0.0549980315708235	-1.1091880617531436	-2.178386786742629	-1.9286698684088104	-1.9140750020676607
0	0.01197418012743841	-1.0593589556902896	-5.387113857911885	-4.110424834116526	-2.3631422374022866
0	0.21781857262006873	-1.0930476861527305	-2.0357196717131143	-1.6952152478013094	-0.5671210117124846
0	0.037704021762667024	-1.9129847133826399	-4.888296571134636	-2.83465174274334	-2.18646116167589
1	0.9427639056780317	1.558080724818171	3.505819209768799	1.7309616942846489	1.026800947140231
0	0.13643205098014513	-1.2064323653622329	-3.407434718538194	-3.160234926451142	-2.727262492571426
1	0.6188942940765806	0.3682981812150814	4.031173288663887	2.158296134338172	1.5844219657615637
0	0.060058984125983476	-1.6560219301461943	-4.776533684090968	-3.060260684381017	-2.9031130398869376
1	0.5487352458793439	0.01898227326923374	1.0247333925531503	-0.8817778691395715	0.6065032796111604
0	0.002929294994811013	-1.6083245629548015	-6.510406876986511	-1.2848535234732805	-3.701943053927416
1	0.9885777279456801	2.64633815094889	5.990584078827846	3.042298185076666	3.5940726500424933
0	0.012878016525930758	-1.8380608291299754	-4.475735094903138	-2.9740366422625097	-3.098553864770384
1	0.9613797990574655	2.0486286489387533	6.587545328611621	2.4989393250453	2.2188120926804813
0	0.2508924311990468	-1.078384748561521	-2.699689597095771	-3.7293483781280568	-1.1742239043627913
0	0.27635634940504067	-1.0091364449183962	0.9906284816675416	-3.084212173689594	-1.2255724182314773
0	0.07745928302410728	-1.4535457811591614	-1.7508762615889135	-3.53211144538116	-2.1182644512739244
0	0.017208306469281096	-1.4292225790265318	-5.945855212616887	-4.182890183049434	-3.4578394543774555
1	0.9431979673876455	1.7774467290083606	2.7737443596630875	1.2192536385348456	1.4534315771243054
0	0.13661824496950395	-0.7962961793394885	-6.13883626206244	-3.416039340266459	-2.5174399973325623
1	0.8753862768672963	1.0211686293521756	4.652585382656036	1.1795310004490664	2.2693832159957927
0	0.193778221386864	-0.4842978623254859	0.038157791835288155	-3.360583016969854	-2.0032906240346446
0	0.9032630839256213	1.7059713885909114	4.4046306793745025	2.1533916945005656	2.508845116853374
0	0.8085672976175691	1.0906232040614163	1.4364281381444357	2.539166688382772	1.9829582154161163
0	0.14919945551463698	-1.4831661415366817	-5.540069708215354	-3.7870888241876783	-3.5859490306833988
1	0.9910609164847328	2.8098679813856817	6.740825079787476	3.8380890550904954	4.823361150197967
0	0.4487873715863979	-0.847119721199566	-3.554683429692524	-1.5146400264284618	-0.8773046737286944
0	0.03179729930309019	-1.2627243304498932	-4.7434623202273265	-3.8441014987452338	-3.879621386276877
1	0.9886105331730284	2.848800808712754	6.580470782269058	3.3725452311904647	4.626042955349373
1	0.9705910766690335	2.3089441400537734	5.20509768567351	4.127849166875634	2.772150811950309
0	0.023320754214377997	-1.8728489348617638	-5.641734340711846	-2.500651812781709	-2.754999781524282
1	0.6799171971786993	0.10824266181337716	1.5476020646459014	1.7139287116895188	2.8655449784939058
1	0.9724973763646548	2.30657171190217	5.819825645342755	3.131330840598805	4.356728983571473
1	0.9755781620600347	1.859750202345335	5.924618425521677	3.3377168541608855	3.5514402918850645
0	0.07563432765240383	-1.5416437938963945	-1.999887492682386	-2.523461508397977	-2.3576458087809384
1	0.747202933561012	0.6443957981424491	1.817733334065338	0.48577882641068587	0.17668540343900382
0	0.029911236274549682	-1.721523335805741	-6.574653273261163	-3.944320212798162	-3.9347622763281898
0	0.06836282090326357	-1.804567410647874	-5.934920136097746	-1.6353960409063213	-3.4967736912711387
1	0.9853134389602987	2.3073978763650165	5.117317376208981	2.9281929146279304	3.285822229702074
0	0.2895764615779281	-1.2966297703112475	-1.5499499365630363	-1.2559761487583683	-1.36949340825059
0	0.06599013618366313	-2.029417765085521	-4.5642310253551885	-3.47399156084355	-3.301964670478578
